image_path,filename,true_stage,pred_stage,probs,viewpoint
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.26c450bb0a47ba1c70e43e1f7e695f6a.jpg,4-Left_jpg.rf.26c450bb0a47ba1c70e43e1f7e695f6a.jpg,3,3,"[0.23370661806829748, 0.43934567734482566, 0.08805538146499828, 0.1018058559271519, 0.13708646719472667, 0.0]",left
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,3,4,"[0.09099202033337093, 0.17207399084077518, 0.5125857232132589, 0.14361570195417264, 0.0, 0.08073256365842225]",left
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.a05742ff1a03b9957d7aecc2fa2a4d5d.jpg,4-Left_jpg.rf.a05742ff1a03b9957d7aecc2fa2a4d5d.jpg,3,2,"[0.4055248578790825, 0.09876190980735415, 0.2536634224704182, 0.15013342509765143, 0.09191638474549373, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,4,4,"[0.04595712941445281, 0.0, 0.42870206566241, 0.2826077049874992, 0.24273309993563807, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,4,6,"[0.10513068940849712, 0.03666286530014732, 0.18291160823293304, 0.16255596144035359, 0.5127388756180689, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,4,4,"[0.22955718141551373, 0.144676780982195, 0.2500110274056515, 0.24702221727934717, 0.12873279291729256, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,4,4,"[0.0, 0.09974949179850658, 0.9002505082014934, 0.0, 0.0, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,4,4,"[0.0, 0.09087988568644181, 0.7127072487734286, 0.1514080218079458, 0.045004843732183795, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,4,4,"[0.0, 0.0, 0.4437142346594982, 0.3745009653534125, 0.1817847999870892, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,4,4,"[0.1301834290112003, 0.19288656743738009, 0.5660937473180504, 0.11083625623336933, 0.0, 0.0]",right
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,4,4,"[0.17445177541364093, 0.0, 0.6367593285254564, 0.07500165315946655, 0.0, 0.11378724290143617]",right
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,4,4,"[0.04105031454399341, 0.1394125691685444, 0.7459316360185843, 0.0, 0.03955899443105015, 0.03404648583782787]",right
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,4,6,"[0.0, 0.1904689609626071, 0.21499979078020906, 0.11452885501890922, 0.48000239323827476, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,4,6,"[0.0, 0.1143061024030107, 0.2937988155744855, 0.08426099085660431, 0.5076340911658995, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,4,4,"[0.043139747323446505, 0.045838845761251155, 0.5471081811733748, 0.04583471577722083, 0.3180785099647067, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,4,5,"[0.046812261558518926, 0.10033627697979046, 0.10138678547455557, 0.5476529649127518, 0.0, 0.20381171107438328]",front
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,4,5,"[0.04764676013186633, 0.0, 0.33739216437137337, 0.4058514018264639, 0.049360048255433775, 0.15974962541486273]",front
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,4,5,"[0.2175209230701708, 0.0, 0.2467661046230187, 0.39539642661704877, 0.0463865124241663, 0.0939300332655954]",front
C:\Users\301\Desktop\classification_test\level_4\34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,4,4,"[0.14656161046373029, 0.30026060813966043, 0.40017943454475624, 0.09589197818726969, 0.05710636866458342, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,4,4,"[0.0, 0.0, 0.38755472724416645, 0.29689922458605666, 0.2590722068360256, 0.056473841333751384]",top-down
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,4,4,"[0.19962746939194367, 0.14134963588865973, 0.35807096577140807, 0.09845948147950882, 0.2024924474684796, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,4,2,"[0.4022069694272675, 0.0519251469332388, 0.1587538718768755, 0.0, 0.29089824823058735, 0.09621576353203073]",front
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,4,4,"[0.20135228187205917, 0.13546628620486853, 0.4308581173926886, 0.1429768823439962, 0.08934643218638753, 0.0]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,5,2,"[0.5492511858658221, 0.0, 0.05154020670617419, 0.0, 0.35354973375254733, 0.04565887367545646]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,5,2,"[0.3403281205891759, 0.20258016968655346, 0.0961285686402801, 0.0, 0.3244657484398569, 0.036497392644133576]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.f738745e12ca049570ab4eb8b2097ac8.jpg,1-Front_jpg.rf.f738745e12ca049570ab4eb8b2097ac8.jpg,5,2,"[0.41927439109647946, 0.0, 0.2126367855901774, 0.08307119026631982, 0.2850176330470233, 0.0]",front
C:\Users\301\Desktop\classification_test\level_5\10-Top-Down_jpg.rf.1d94c5fbe8ed8721ee8adbd1c8a90812.jpg,10-Top-Down_jpg.rf.1d94c5fbe8ed8721ee8adbd1c8a90812.jpg,5,6,"[0.0, 0.055107594681381475, 0.1481764351449793, 0.25015618043086346, 0.44855363979126156, 0.09800614995151428]",top-down
C:\Users\301\Desktop\classification_test\level_5\10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,5,5,"[0.04895440221989828, 0.24218321320239006, 0.16775618367387565, 0.2992756864316472, 0.2418305144721888, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_5\12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,5,5,"[0.0, 0.0, 0.0, 0.7322006944355544, 0.04492738613520606, 0.22287191942923956]",front
C:\Users\301\Desktop\classification_test\level_5\12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,5,5,"[0.0, 0.04817662453365859, 0.0480548665914323, 0.6648124196785666, 0.1442977453194615, 0.09465834387688109]",front
C:\Users\301\Desktop\classification_test\level_5\26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,5,5,"[0.08952035278995103, 0.19110538391479706, 0.2805336168262025, 0.34287234032106, 0.09596830614798946, 0.0]",right
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,5,6,"[0.20957366269924035, 0.25325509224780746, 0.09934330829858498, 0.04832949244026985, 0.38949844431409736, 0.0]",back
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,5,6,"[0.38387445532091896, 0.0, 0.0, 0.0, 0.3868294029262707, 0.2292961417528104]",back
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.feb81f6ca5acda5b6285fef947c04f0c.jpg,6-Back_jpg.rf.feb81f6ca5acda5b6285fef947c04f0c.jpg,5,6,"[0.14951654135982068, 0.14423127474142683, 0.03690953305628129, 0.16348457589014964, 0.5058580749523216, 0.0]",back
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.00377fdc3043b8e924208e6be32f8439.jpg,6-Top-Down_jpg.rf.00377fdc3043b8e924208e6be32f8439.jpg,5,6,"[0.0, 0.0, 0.17007864870984268, 0.24458261763534395, 0.5003715061260028, 0.08496722752881058]",top-down
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,5,5,"[0.0, 0.0, 0.1321716204931967, 0.39009896886104073, 0.13805852008623612, 0.3396708905595264]",top-down
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,5,5,"[0.0, 0.0, 0.0393493428833438, 0.5857965420941408, 0.27793391890697733, 0.09692019611553802]",top-down
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,5,6,"[0.04777307805837393, 0.09663988501904358, 0.0, 0.103325331664279, 0.5691679248508263, 0.1830937804074772]",back
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,5,5,"[0.20410313297773477, 0.0, 0.04569654115386886, 0.38514675036141593, 0.3650535755069805, 0.0]",back
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,5,5,"[0.09676803248539378, 0.3053385766903463, 0.047838184236630714, 0.3396782511728508, 0.1556375056009238, 0.05473944981385452]",back
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,5,7,"[0.0, 0.0, 0.1045098929789804, 0.20844465702661794, 0.13989831193871013, 0.5471471380556915]",top-down
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,5,7,"[0.0, 0.0, 0.21401909417253448, 0.2503013020814226, 0.04833824851920446, 0.48734135522683847]",top-down
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,5,7,"[0.0, 0.0, 0.09659559554686611, 0.4042686967637292, 0.0, 0.49913570768940463]",top-down
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,6,6,"[0.09849415988666624, 0.0, 0.04210222007258277, 0.20214973466990332, 0.5673398241662941, 0.08991406120455352]",right
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,6,6,"[0.0, 0.0, 0.18307857082678133, 0.0, 0.6196725699092259, 0.19724885926399263]",right
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,6,6,"[0.0, 0.0, 0.07600937684080823, 0.15005820917126875, 0.6490865846362998, 0.1248458293516234]",right
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,6,2,"[0.3824656850221769, 0.1988861363045024, 0.0, 0.31527662018056596, 0.04412257413261303, 0.05924898436014176]",front
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,6,2,"[0.23615900052811184, 0.08969695938886378, 0.08975132963836752, 0.2039330975405815, 0.19795246107344588, 0.18250715183062943]",front
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,6,5,"[0.22704491047627778, 0.08856522413106953, 0.0, 0.2440355233502562, 0.23795193337246254, 0.20240240866993378]",front
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,6,6,"[0.0, 0.03826238112964184, 0.18441784906111444, 0.0, 0.7127095234359075, 0.06461024637333612]",left
