image_path,filename,viewpoint,true_level,predicted_level,confidence,analysis_time,stage_scores,success,error
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\21-Top-Down_jpg.rf.8821d6908350ec245660af7133e6021f.jpg,21-Top-Down_jpg.rf.8821d6908350ec245660af7133e6021f.jpg,top-down,2,5.0,0.41,1.9843764305114746,"{'5.0': 0.41, '7.0': 0.208, '4.0': 0.098, '3.0': 0.095, '6.0': 0.19}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\23-Back_jpg.rf.f5490e275ba15e6a18935f4634c5f0cc.jpg,23-Back_jpg.rf.f5490e275ba15e6a18935f4634c5f0cc.jpg,back,2,2.0,0.398,2.0312483310699463,"{'3.0': 0.202, '2.0': 0.398, '5.0': 0.201, '6.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\1-Top-Down_jpg.rf.cf9def7d3b460ba1766b35487aca1214.jpg,1-Top-Down_jpg.rf.cf9def7d3b460ba1766b35487aca1214.jpg,top-down,2,2.0,0.801,2.1117970943450928,"{'2.0': 0.801, '5.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\24-Top-Down_jpg.rf.925c0eda3995e78fef30b339daa8e617.jpg,24-Top-Down_jpg.rf.925c0eda3995e78fef30b339daa8e617.jpg,top-down,2,5.0,0.32,1.9714384078979492,"{'3.0': 0.305, '5.0': 0.32, '6.0': 0.188, '4.0': 0.186}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\2-Front_jpg.rf.3cc295bb9f1747820fb458bee70b9c08.jpg,2-Front_jpg.rf.3cc295bb9f1747820fb458bee70b9c08.jpg,front,2,3.0,0.395,1.958099603652954,"{'2.0': 0.332, '3.0': 0.395, '4.0': 0.093, '5.0': 0.18}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\31-Back_jpg.rf.d0c89a0f17187d8d068e9d202e4e49f4.jpg,31-Back_jpg.rf.d0c89a0f17187d8d068e9d202e4e49f4.jpg,back,2,3.0,0.391,1.9218029975891113,"{'2.0': 0.218, '3.0': 0.391, '6.0': 0.196, '5.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\17-Front_jpg.rf.c168c07448f0283b292af97c9de2054c.jpg,17-Front_jpg.rf.c168c07448f0283b292af97c9de2054c.jpg,front,2,2.0,0.8,1.811203956604004,"{'2.0': 0.8, '3.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_2\LEVEL_2\22-Front_jpg.rf.4eb63963f488e057de5a99bdefbb6863.jpg,22-Front_jpg.rf.4eb63963f488e057de5a99bdefbb6863.jpg,front,2,2.0,0.398,1.8504152297973633,"{'5.0': 0.305, '2.0': 0.398, '4.0': 0.201, '7.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\38-Front_jpg.rf.f383f763c3f966e204b60ea97257d033.jpg,38-Front_jpg.rf.f383f763c3f966e204b60ea97257d033.jpg,front,3,2.0,0.513,1.8623127937316895,"{'2.0': 0.513, '6.0': 0.295, '4.0': 0.096, '5.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\40-Back_jpg.rf.d44ad18a54c0f184792130cd8cafb033.jpg,40-Back_jpg.rf.d44ad18a54c0f184792130cd8cafb033.jpg,back,3,2.0,0.694,1.8119990825653076,"{'2.0': 0.694, '3.0': 0.107, '4.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\17-Front_jpg.rf.eefaab033d690dd5177ab049637d23b2.jpg,17-Front_jpg.rf.eefaab033d690dd5177ab049637d23b2.jpg,front,3,6.0,0.395,1.8339011669158936,"{'4.0': 0.304, '5.0': 0.101, '6.0': 0.395, '3.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\14-Top-Down_jpg.rf.4b45c53745232f0d19c75e4d3d23a83d.jpg,14-Top-Down_jpg.rf.4b45c53745232f0d19c75e4d3d23a83d.jpg,top-down,3,2.0,0.409,1.834183692932129,"{'2.0': 0.409, '4.0': 0.2, '3.0': 0.391}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\17-Front_jpg.rf.4572009f1e7ce5a229e4d1a677d2ef62.jpg,17-Front_jpg.rf.4572009f1e7ce5a229e4d1a677d2ef62.jpg,front,3,6.0,0.296,1.7861659526824951,"{'6.0': 0.296, '5.0': 0.205, '7.0': 0.205, '4.0': 0.101, '3.0': 0.192}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\38-Front_jpg.rf.b9ae2b11964ea470c236dfd0abd352ff.jpg,38-Front_jpg.rf.b9ae2b11964ea470c236dfd0abd352ff.jpg,front,3,2.0,0.702,1.7916502952575684,"{'2.0': 0.702, '4.0': 0.101, '5.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\36-Right_jpg.rf.eb4fde08dab74780eec39c64e777ff78.jpg,36-Right_jpg.rf.eb4fde08dab74780eec39c64e777ff78.jpg,right,3,4.0,0.295,1.8396570682525635,"{'6.0': 0.21, '5.0': 0.205, '4.0': 0.295, '2.0': 0.29}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\14-Top-Down_jpg.rf.6b957da4a7dd73e8eac9170e95803c92.jpg,14-Top-Down_jpg.rf.6b957da4a7dd73e8eac9170e95803c92.jpg,top-down,3,3.0,0.706,1.8272936344146729,"{'3.0': 0.706, '4.0': 0.101, '2.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\57-Top-Down_jpg.rf.3b07eedb8f705c4b11494ff766873e81.jpg,57-Top-Down_jpg.rf.3b07eedb8f705c4b11494ff766873e81.jpg,top-down,3,3.0,0.405,1.8837597370147705,"{'4.0': 0.201, '3.0': 0.405, '2.0': 0.197, '5.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\2-Front_jpg.rf.ae37cf05d05732bce5439cf7cf132170.jpg,2-Front_jpg.rf.ae37cf05d05732bce5439cf7cf132170.jpg,front,3,5.0,0.314,1.7941877841949463,"{'5.0': 0.314, '7.0': 0.293, '4.0': 0.198, '2.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\48-Back_jpg.rf.91f76cfe9c32739456da36d7a0bcd942.jpg,48-Back_jpg.rf.91f76cfe9c32739456da36d7a0bcd942.jpg,back,3,2.0,0.695,1.7609665393829346,"{'5.0': 0.104, '2.0': 0.695, '3.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\57-Top-Down_jpg.rf.fd3d78f9ba0562db9f4c6d39330376c3.jpg,57-Top-Down_jpg.rf.fd3d78f9ba0562db9f4c6d39330376c3.jpg,top-down,3,3.0,0.496,1.8231675624847412,"{'4.0': 0.209, '3.0': 0.496, '2.0': 0.295}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\14-Top-Down_jpg.rf.8e999527010751c5ede9fe141ea9bfe0.jpg,14-Top-Down_jpg.rf.8e999527010751c5ede9fe141ea9bfe0.jpg,top-down,3,2.0,0.5,1.8338258266448975,"{'3.0': 0.401, '2.0': 0.5, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\48-Back_jpg.rf.e0aaccfcf91cbf2c8aa72ef7b2a06b29.jpg,48-Back_jpg.rf.e0aaccfcf91cbf2c8aa72ef7b2a06b29.jpg,back,3,2.0,0.496,1.907609462738037,"{'5.0': 0.306, '3.0': 0.1, '2.0': 0.496, '6.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\23-Left_jpg.rf.bad5f473d56a0252a812237f2594cbf1.jpg,23-Left_jpg.rf.bad5f473d56a0252a812237f2594cbf1.jpg,left,3,4.0,0.397,1.872436761856079,"{'7.0': 0.105, '5.0': 0.101, '6.0': 0.1, '4.0': 0.397, '3.0': 0.199, '2.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\36-Right_jpg.rf.2641ad12426912842633f1a4f8c37e88.jpg,36-Right_jpg.rf.2641ad12426912842633f1a4f8c37e88.jpg,right,3,4.0,0.505,1.8818550109863281,"{'4.0': 0.505, '5.0': 0.202, '6.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\40-Back_jpg.rf.0b70a389ac8dc8581e710fd6aacf16e0.jpg,40-Back_jpg.rf.0b70a389ac8dc8581e710fd6aacf16e0.jpg,back,3,2.0,0.494,1.7929050922393799,"{'4.0': 0.203, '3.0': 0.303, '2.0': 0.494}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\23-Left_jpg.rf.53456665e57a2bb799e3deaab1f38340.jpg,23-Left_jpg.rf.53456665e57a2bb799e3deaab1f38340.jpg,left,3,3.0,0.298,1.9353196620941162,"{'4.0': 0.204, '3.0': 0.298, '7.0': 0.202, '5.0': 0.199, '2.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,left,3,2.0,0.394,1.868473768234253,"{'4.0': 0.211, '2.0': 0.394, '7.0': 0.2, '6.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_3\LEVEL_3\34-Front_jpg.rf.c4e0b686ec9b0f1a9a5aac014084a799.jpg,34-Front_jpg.rf.c4e0b686ec9b0f1a9a5aac014084a799.jpg,front,3,2.0,0.503,1.9105699062347412,"{'2.0': 0.503, '4.0': 0.397, '6.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,front,4,2.0,0.4,1.7542803287506104,"{'6.0': 0.301, '2.0': 0.4, '4.0': 0.199, '3.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,top-down,4,3.0,0.413,1.7760498523712158,"{'3.0': 0.413, '5.0': 0.394, '4.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,front,4,3.0,0.595,1.8668785095214844,"{'5.0': 0.31, '3.0': 0.595, '4.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.ac5141837e97d5bc7886d5874b104fad.jpg,34-Top-Down_jpg.rf.ac5141837e97d5bc7886d5874b104fad.jpg,top-down,4,2.0,0.305,1.7628943920135498,"{'4.0': 0.206, '5.0': 0.201, '2.0': 0.305, '3.0': 0.288}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,top-down,4,3.0,0.571,1.8174207210540771,"{'5.0': 0.332, '4.0': 0.097, '3.0': 0.571}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,front,4,7.0,0.302,1.806370496749878,"{'7.0': 0.302, '5.0': 0.302, '4.0': 0.298, '6.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,right,4,2.0,0.498,1.819282054901123,"{'3.0': 0.106, '2.0': 0.498, '5.0': 0.101, '6.0': 0.1, '4.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,front,4,5.0,0.399,1.8180501461029053,"{'7.0': 0.207, '5.0': 0.399, '3.0': 0.102, '6.0': 0.099, '2.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,left,4,6.0,0.604,1.8689320087432861,"{'6.0': 0.604, '5.0': 0.101, '4.0': 0.198, '3.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,front,4,2.0,0.389,1.7779886722564697,"{'6.0': 0.209, '5.0': 0.201, '3.0': 0.202, '2.0': 0.389}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,top-down,4,3.0,0.389,1.7945702075958252,"{'7.0': 0.106, '5.0': 0.307, '4.0': 0.198, '3.0': 0.389}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,front,4,6.0,0.322,1.813356876373291,"{'6.0': 0.322, '5.0': 0.298, '3.0': 0.096, '2.0': 0.285}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,top-down,4,6.0,0.303,1.7810323238372803,"{'6.0': 0.303, '5.0': 0.201, '3.0': 0.197, '4.0': 0.299}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,top-down,4,3.0,0.491,1.810121774673462,"{'4.0': 0.406, '5.0': 0.103, '3.0': 0.491}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,left,4,6.0,0.619,1.9080100059509277,"{'6.0': 0.619, '4.0': 0.102, '5.0': 0.095, '3.0': 0.092, '2.0': 0.092}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,front,4,6.0,0.408,1.841463327407837,"{'6.0': 0.408, '5.0': 0.308, '4.0': 0.191, '3.0': 0.093}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,left,4,6.0,0.522,1.8323242664337158,"{'6.0': 0.522, '5.0': 0.098, '3.0': 0.097, '4.0': 0.283}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,front,4,3.0,0.501,1.777522087097168,"{'5.0': 0.107, '3.0': 0.501, '6.0': 0.103, '7.0': 0.193, '2.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,right,4,2.0,0.697,1.8252472877502441,"{'6.0': 0.203, '2.0': 0.697, '7.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,front,4,5.0,0.507,1.8635389804840088,"{'5.0': 0.507, '4.0': 0.199, '7.0': 0.099, '6.0': 0.099, '2.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\25-Top-Down_jpg.rf.371351256bd3f201872bc162cb3aa64b.jpg,25-Top-Down_jpg.rf.371351256bd3f201872bc162cb3aa64b.jpg,top-down,5,7.0,0.301,1.8250541687011719,"{'5.0': 0.207, '7.0': 0.301, '3.0': 0.1, '6.0': 0.099, '2.0': 0.196, '1.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,back,5,2.0,0.504,1.782762050628662,"{'3.0': 0.201, '2.0': 0.504, '5.0': 0.099, '6.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\13-Top-Down_jpg.rf.67ee909dac063704c39bcef991f39377.jpg,13-Top-Down_jpg.rf.67ee909dac063704c39bcef991f39377.jpg,top-down,5,6.0,0.614,1.8319799900054932,"{'6.0': 0.614, '4.0': 0.201, '5.0': 0.185}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\15-Left_jpg.rf.be7c5f7efbcbce26eb56fc6b80ca4f42.jpg,15-Left_jpg.rf.be7c5f7efbcbce26eb56fc6b80ca4f42.jpg,left,5,5.0,0.392,1.8950614929199219,"{'6.0': 0.311, '2.0': 0.297, '5.0': 0.392}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\26-Right_jpg.rf.3df37130a97eb5493b62e4b0de2c79ba.jpg,26-Right_jpg.rf.3df37130a97eb5493b62e4b0de2c79ba.jpg,right,5,2.0,0.398,1.8424961566925049,"{'4.0': 0.104, '2.0': 0.398, '6.0': 0.297, '3.0': 0.1, '5.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,front,5,2.0,0.329,1.909740686416626,"{'2.0': 0.329, '6.0': 0.297, '4.0': 0.188, '7.0': 0.097, '3.0': 0.089}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\17-Right_jpg.rf.b4aa9ff924fac0fc8127872698a342a8.jpg,17-Right_jpg.rf.b4aa9ff924fac0fc8127872698a342a8.jpg,right,5,3.0,0.598,1.8500308990478516,"{'6.0': 0.105, '3.0': 0.598, '4.0': 0.297}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\13-Top-Down_jpg.rf.8ef37f523995335c0cca83f7fcfbc9f7.jpg,13-Top-Down_jpg.rf.8ef37f523995335c0cca83f7fcfbc9f7.jpg,top-down,5,6.0,0.412,1.8169281482696533,"{'6.0': 0.412, '7.0': 0.101, '4.0': 0.294, '5.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,front,5,2.0,0.33,1.789538860321045,"{'2.0': 0.33, '4.0': 0.105, '6.0': 0.3, '5.0': 0.089, '3.0': 0.176}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,top-down,5,6.0,0.407,1.7993183135986328,"{'6.0': 0.407, '4.0': 0.102, '7.0': 0.198, '5.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,back,5,3.0,0.304,1.862196445465088,"{'3.0': 0.304, '7.0': 0.103, '6.0': 0.197, '5.0': 0.198, '4.0': 0.198}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,top-down,5,7.0,0.792,1.810896396636963,"{'4.0': 0.208, '7.0': 0.792}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,top-down,5,6.0,0.605,1.8111932277679443,"{'6.0': 0.605, '5.0': 0.102, '7.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\14-Top-Down_jpg.rf.e82e6fecf17b4c84823da8e91d8dd554.jpg,14-Top-Down_jpg.rf.e82e6fecf17b4c84823da8e91d8dd554.jpg,top-down,5,5.0,0.495,1.7794303894042969,"{'5.0': 0.495, '2.0': 0.405, '7.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\20-Top-Down_jpg.rf.3aecea2c5bbe7cb410aa2ba293885d45.jpg,20-Top-Down_jpg.rf.3aecea2c5bbe7cb410aa2ba293885d45.jpg,top-down,5,5.0,0.405,1.8658382892608643,"{'5.0': 0.405, '4.0': 0.103, '6.0': 0.198, '3.0': 0.099, '2.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\22-Right_jpg.rf.a488f750bf506150627395d2fcfbc8ad.jpg,22-Right_jpg.rf.a488f750bf506150627395d2fcfbc8ad.jpg,right,5,7.0,0.504,1.8119211196899414,"{'6.0': 0.109, '7.0': 0.504, '5.0': 0.198, '3.0': 0.19}",True,
