image_path,filename,true_stage,pred_stage,probs,viewpoint
C:\Users\301\Desktop\classification_test\level_2\17-Right_jpg.rf.782c2bb91f35e43fb8eaf052b5574d8a.jpg,17-Right_jpg.rf.782c2bb91f35e43fb8eaf052b5574d8a.jpg,2,2,"[0.7468558484002586, 0.25314415159974146, 0.0, 0.0, 0.0, 0.0]",right
C:\Users\301\Desktop\classification_test\level_2\17-Right_jpg.rf.dc63da48e2e5f193db4924bbfa752f3c.jpg,17-Right_jpg.rf.dc63da48e2e5f193db4924bbfa752f3c.jpg,2,2,"[0.7346803764689674, 0.17125799017385385, 0.0, 0.09406163335717878, 0.0, 0.0]",right
C:\Users\301\Desktop\classification_test\level_2\2-Front_jpg.rf.35a68d2d601a29406f85567078d9a3d6.jpg,2-Front_jpg.rf.35a68d2d601a29406f85567078d9a3d6.jpg,2,2,"[0.48754798556667556, 0.167091164996799, 0.12168721622798868, 0.1087792276965449, 0.059287693446426405, 0.05560671206556543]",front
C:\Users\301\Desktop\classification_test\level_2\2-Front_jpg.rf.3cc295bb9f1747820fb458bee70b9c08.jpg,2-Front_jpg.rf.3cc295bb9f1747820fb458bee70b9c08.jpg,2,2,"[0.45681607213995445, 0.28571941593835093, 0.25746451192169456, 0.0, 0.0, 0.0]",front
C:\Users\301\Desktop\classification_test\level_2\2-Front_jpg.rf.c0344e8174b378670ae3ceb1ca976d1e.jpg,2-Front_jpg.rf.c0344e8174b378670ae3ceb1ca976d1e.jpg,2,2,"[0.5260071384761758, 0.47399286152382436, 0.0, 0.0, 0.0, 0.0]",front
C:\Users\301\Desktop\classification_test\level_2\21-Front_jpg.rf.1dcd2eef5acfbccfa3e3a939a040d594.jpg,21-Front_jpg.rf.1dcd2eef5acfbccfa3e3a939a040d594.jpg,2,5,"[0.20063000731790895, 0.0, 0.2586733961557914, 0.36830137678371166, 0.11433490865707314, 0.05806031108551494]",front
C:\Users\301\Desktop\classification_test\level_2\21-Front_jpg.rf.1fbb2566f3edeed5e8ea35e8fa5e36d5.jpg,21-Front_jpg.rf.1fbb2566f3edeed5e8ea35e8fa5e36d5.jpg,2,6,"[0.16906210666959945, 0.0, 0.2449194474834451, 0.25827665944989414, 0.27830122202299107, 0.049440564374070455]",front
C:\Users\301\Desktop\classification_test\level_2\3-Left_jpg.rf.71bd5245375518d053cafe1e6d00b009.jpg,3-Left_jpg.rf.71bd5245375518d053cafe1e6d00b009.jpg,2,2,"[0.43445817726785535, 0.15973715569806243, 0.3597723360313549, 0.0, 0.04603233100272725, 0.0]",left
C:\Users\301\Desktop\classification_test\level_2\3-Left_jpg.rf.8d1a756f854c8b59c3ab081a168c911e.jpg,3-Left_jpg.rf.8d1a756f854c8b59c3ab081a168c911e.jpg,2,2,"[0.6906654463933884, 0.07899072809129701, 0.2303438255153145, 0.0, 0.0, 0.0]",left
C:\Users\301\Desktop\classification_test\level_2\3-Left_jpg.rf.b625a85ab014d51e6360ab03763a0915.jpg,3-Left_jpg.rf.b625a85ab014d51e6360ab03763a0915.jpg,2,4,"[0.236675571622667, 0.20257771141371836, 0.5607467169636146, 0.0, 0.0, 0.0]",left
C:\Users\301\Desktop\classification_test\level_3\14-Top-Down_jpg.rf.4b45c53745232f0d19c75e4d3d23a83d.jpg,14-Top-Down_jpg.rf.4b45c53745232f0d19c75e4d3d23a83d.jpg,3,3,"[0.32347085698493927, 0.6765291430150607, 0.0, 0.0, 0.0, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_3\14-Top-Down_jpg.rf.6b957da4a7dd73e8eac9170e95803c92.jpg,14-Top-Down_jpg.rf.6b957da4a7dd73e8eac9170e95803c92.jpg,3,2,"[0.3957506003617349, 0.33718601101439477, 0.11415895089729673, 0.15290443772657353, 0.0, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_3\14-Top-Down_jpg.rf.8e999527010751c5ede9fe141ea9bfe0.jpg,14-Top-Down_jpg.rf.8e999527010751c5ede9fe141ea9bfe0.jpg,3,2,"[0.48799176278636097, 0.31533167973224946, 0.1477734069045856, 0.048903150576803917, 0.0, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_3\17-Front_jpg.rf.4572009f1e7ce5a229e4d1a677d2ef62.jpg,17-Front_jpg.rf.4572009f1e7ce5a229e4d1a677d2ef62.jpg,3,3,"[0.09452744632569347, 0.42943834915918694, 0.14836873683515658, 0.10219546778025435, 0.05947076392774522, 0.16599923597196345]",front
C:\Users\301\Desktop\classification_test\level_3\17-Front_jpg.rf.7af17ac5a5c4079bc04c778879f38d18.jpg,17-Front_jpg.rf.7af17ac5a5c4079bc04c778879f38d18.jpg,3,3,"[0.0, 0.58592525396168, 0.14794841190799232, 0.05032775413003518, 0.1622298487795285, 0.053568731220763895]",front
C:\Users\301\Desktop\classification_test\level_3\17-Front_jpg.rf.eefaab033d690dd5177ab049637d23b2.jpg,17-Front_jpg.rf.eefaab033d690dd5177ab049637d23b2.jpg,3,3,"[0.1159217130454452, 0.45827906757586584, 0.04803419854011188, 0.11301407715630075, 0.2647509436822762, 0.0]",front
C:\Users\301\Desktop\classification_test\level_3\2-Front_jpg.rf.221c657f453018f17e2c1a93d494afe2.jpg,2-Front_jpg.rf.221c657f453018f17e2c1a93d494afe2.jpg,3,2,"[0.6800276650507016, 0.047916832586486664, 0.09802001157190154, 0.05504244464505927, 0.0, 0.11899304614585092]",front
C:\Users\301\Desktop\classification_test\level_3\2-Front_jpg.rf.ae37cf05d05732bce5439cf7cf132170.jpg,2-Front_jpg.rf.ae37cf05d05732bce5439cf7cf132170.jpg,3,6,"[0.19260805092059877, 0.049433234080002546, 0.2062478332830903, 0.17524245051469167, 0.21039191580366437, 0.16607651539795223]",front
C:\Users\301\Desktop\classification_test\level_3\2-Front_jpg.rf.f61274d0cbfe1240946f1138121ed3a4.jpg,2-Front_jpg.rf.f61274d0cbfe1240946f1138121ed3a4.jpg,3,2,"[0.5660278855460718, 0.1112961766078356, 0.14849871130446096, 0.11496625944101753, 0.0, 0.059210967100614104]",front
C:\Users\301\Desktop\classification_test\level_3\23-Front_jpg.rf.277f2482ced851f66f9916b9f3bf244e.jpg,23-Front_jpg.rf.277f2482ced851f66f9916b9f3bf244e.jpg,3,4,"[0.16582377636737294, 0.11323865554445638, 0.3972308414483296, 0.2102304228488174, 0.0, 0.11347630379102368]",front
C:\Users\301\Desktop\classification_test\level_3\23-Front_jpg.rf.8c13f86da3e884e7a1dc466c8479ee89.jpg,23-Front_jpg.rf.8c13f86da3e884e7a1dc466c8479ee89.jpg,3,4,"[0.0, 0.15850409825821807, 0.3186763413680041, 0.26780929631474737, 0.20733122993439349, 0.0476790341246371]",front
C:\Users\301\Desktop\classification_test\level_3\23-Front_jpg.rf.c380c2deeb81c8605653c3efc9fb4465.jpg,23-Front_jpg.rf.c380c2deeb81c8605653c3efc9fb4465.jpg,3,7,"[0.0, 0.0, 0.31293499090165494, 0.1528738194464192, 0.10637731604179206, 0.42781387361013395]",front
C:\Users\301\Desktop\classification_test\level_3\23-Left_jpg.rf.53456665e57a2bb799e3deaab1f38340.jpg,23-Left_jpg.rf.53456665e57a2bb799e3deaab1f38340.jpg,3,3,"[0.1601910184233634, 0.36322858812561726, 0.21620829186746307, 0.0, 0.2603721015835562, 0.0]",left
C:\Users\301\Desktop\classification_test\level_3\23-Left_jpg.rf.b0bda4a8339f7630de250636ee4210b5.jpg,23-Left_jpg.rf.b0bda4a8339f7630de250636ee4210b5.jpg,3,6,"[0.0475285269504632, 0.2214005286268443, 0.22150410785570654, 0.0, 0.5095668365669859, 0.0]",left
C:\Users\301\Desktop\classification_test\level_3\23-Left_jpg.rf.bad5f473d56a0252a812237f2594cbf1.jpg,23-Left_jpg.rf.bad5f473d56a0252a812237f2594cbf1.jpg,3,6,"[0.0, 0.1656791181490124, 0.2747374817721792, 0.05021306721868194, 0.45575717123939535, 0.053613161620731126]",left
C:\Users\301\Desktop\classification_test\level_3\34-Front_jpg.rf.56ca339ccf5e3b03d40bcdb466a0bcd6.jpg,34-Front_jpg.rf.56ca339ccf5e3b03d40bcdb466a0bcd6.jpg,3,4,"[0.2320683150071136, 0.10512390512105865, 0.40418298929150187, 0.05568986461067494, 0.14771708944840942, 0.055217836521241334]",front
C:\Users\301\Desktop\classification_test\level_3\34-Front_jpg.rf.a34d0e21716d9be914d9cf8c606f7eb6.jpg,34-Front_jpg.rf.a34d0e21716d9be914d9cf8c606f7eb6.jpg,3,4,"[0.21606952797633355, 0.20020385565793633, 0.24484440878794125, 0.0, 0.11886015375210539, 0.2200220538256834]",front
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.26c450bb0a47ba1c70e43e1f7e695f6a.jpg,4-Left_jpg.rf.26c450bb0a47ba1c70e43e1f7e695f6a.jpg,3,3,"[0.10475476429944103, 0.5853282053612552, 0.11089705413715445, 0.15128019373428733, 0.04773978246786201, 0.0]",left
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,4-Left_jpg.rf.891684e9f476f68a5ec1e451ca1421d0.jpg,3,4,"[0.1494499700407672, 0.10857300790578286, 0.6283518857414231, 0.0, 0.0, 0.11362513631202686]",left
C:\Users\301\Desktop\classification_test\level_3\4-Left_jpg.rf.a05742ff1a03b9957d7aecc2fa2a4d5d.jpg,4-Left_jpg.rf.a05742ff1a03b9957d7aecc2fa2a4d5d.jpg,3,2,"[0.337945286993972, 0.16331600731277993, 0.15292461485411898, 0.2055936303874728, 0.1402204604516563, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,4,4,"[0.1013855653854275, 0.3119600670963251, 0.3147880680667421, 0.1501709689554909, 0.12169533049601444, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,4,4,"[0.0, 0.19300786593048247, 0.31607654013274855, 0.31203770493731636, 0.17887788899945267, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,4,2,"[0.2724880601973466, 0.2601768217335972, 0.04884947164027124, 0.25350402982855647, 0.16498161660022845, 0.0]",front
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,4,4,"[0.0, 0.10510104987349783, 0.5601852334024485, 0.0, 0.0, 0.3347137167240537]",top-down
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,4,4,"[0.19075573447363386, 0.21357417078206786, 0.5391899963892187, 0.05648009835507949, 0.0, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,14-Top-Down_jpg.rf.e2723f49054a0145202d57a1f2dc13e2.jpg,4,4,"[0.0, 0.16047378077475827, 0.39805798210015947, 0.2304652153863346, 0.2110030217387477, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,4,3,"[0.1432138290812352, 0.4148861294248737, 0.3329259908566438, 0.0, 0.10897405063724724, 0.0]",right
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,4,4,"[0.04604879345792846, 0.2660146753199445, 0.5778101241968231, 0.0, 0.11012640702530395, 0.0]",right
C:\Users\301\Desktop\classification_test\level_4\15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,4,4,"[0.1353769045550397, 0.2132973914418224, 0.5950311010827856, 0.0, 0.05629460292035234, 0.0]",right
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,4,4,"[0.0949111856283722, 0.3116045134219324, 0.31875868169154165, 0.16705574353083455, 0.1076698757273192, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,4,4,"[0.0, 0.0, 0.6725629761481431, 0.10100318606960156, 0.22643383778225534, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,4,4,"[0.09229931497325976, 0.05410893672818087, 0.5795024735755874, 0.10282611142371084, 0.17126316329926106, 0.0]",left
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,4,5,"[0.26832254250388526, 0.0, 0.09554197476265146, 0.4085070267849766, 0.0, 0.2276284559484868]",front
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,4,5,"[0.04527888277803911, 0.0, 0.14887670258661456, 0.40780358792754307, 0.2197697681424845, 0.17827105856531886]",front
C:\Users\301\Desktop\classification_test\level_4\30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,4,5,"[0.0899179527748719, 0.0, 0.05259756788588674, 0.4866715677814798, 0.20225464472854995, 0.16855826682921157]",front
C:\Users\301\Desktop\classification_test\level_4\34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,4,4,"[0.14008626703893626, 0.10568935321633194, 0.5443988368362844, 0.10377977630059018, 0.057585348949987736, 0.048460417657869514]",top-down
C:\Users\301\Desktop\classification_test\level_4\34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,4,6,"[0.0, 0.0, 0.2692848971002839, 0.2208279245717928, 0.36011467228646693, 0.14977250604145637]",top-down
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,4,2,"[0.32794222191083555, 0.0, 0.21519712716193198, 0.0531588919631671, 0.30898143197064065, 0.09472032699342484]",front
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,4,6,"[0.20161491289918673, 0.10839415205718612, 0.21554925755094018, 0.1000122684919678, 0.27230230704065506, 0.1021271019600641]",front
C:\Users\301\Desktop\classification_test\level_4\37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,4,4,"[0.25400092456672285, 0.0, 0.33585886046299745, 0.16335406577219042, 0.19822700360096154, 0.04855914559712773]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,5,6,"[0.331110466730164, 0.04597148825259821, 0.05989344429445103, 0.09785754757259882, 0.36599937840720903, 0.09916767474297897]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,1-Front_jpg.rf.bf21f15d52b878a5878f74f984344731.jpg,5,2,"[0.27840414822080795, 0.21580090239620067, 0.05527362170982708, 0.0, 0.20876215719617097, 0.24175917047699325]",front
C:\Users\301\Desktop\classification_test\level_5\1-Front_jpg.rf.f738745e12ca049570ab4eb8b2097ac8.jpg,1-Front_jpg.rf.f738745e12ca049570ab4eb8b2097ac8.jpg,5,7,"[0.22747130187083492, 0.05088605351006964, 0.26839337917553086, 0.05145267120802162, 0.10121036059434989, 0.3005862336411929]",front
C:\Users\301\Desktop\classification_test\level_5\10-Top-Down_jpg.rf.1d94c5fbe8ed8721ee8adbd1c8a90812.jpg,10-Top-Down_jpg.rf.1d94c5fbe8ed8721ee8adbd1c8a90812.jpg,5,3,"[0.17827841329976973, 0.3295153783199291, 0.05028360925730961, 0.10384404778770788, 0.23807514398781138, 0.10000340734747226]",top-down
C:\Users\301\Desktop\classification_test\level_5\10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,5,3,"[0.23001126098850916, 0.3272786124366342, 0.10291021641605293, 0.15179061672991337, 0.18800929342889028, 0.0]",top-down
C:\Users\301\Desktop\classification_test\level_5\12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,5,5,"[0.0, 0.04727553260211083, 0.05143064253975852, 0.5811379009505601, 0.10985847388594841, 0.21029745002162223]",front
C:\Users\301\Desktop\classification_test\level_5\12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,5,5,"[0.0, 0.0, 0.04937934088551732, 0.5949069693215393, 0.25851463363346805, 0.09719905615947541]",front
C:\Users\301\Desktop\classification_test\level_5\26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,5,5,"[0.0, 0.2657965012219264, 0.1659899592757918, 0.4642908966331666, 0.05534470375823825, 0.048577939110876864]",right
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,6-Back_jpg.rf.0d470c6b703d86356f8dd7938a2142fe.jpg,5,3,"[0.09475510690957936, 0.3763337887807638, 0.22079230489490204, 0.05631872159338618, 0.2518000778213686, 0.0]",back
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,5,6,"[0.21438296696289091, 0.15104885824636494, 0.0, 0.0, 0.3630933853819382, 0.27147478940880587]",back
C:\Users\301\Desktop\classification_test\level_5\6-Back_jpg.rf.feb81f6ca5acda5b6285fef947c04f0c.jpg,6-Back_jpg.rf.feb81f6ca5acda5b6285fef947c04f0c.jpg,5,6,"[0.07306542205433905, 0.2902902097190085, 0.03861365254633843, 0.12091360760679361, 0.4392804706071078, 0.03783663746641264]",back
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.00377fdc3043b8e924208e6be32f8439.jpg,6-Top-Down_jpg.rf.00377fdc3043b8e924208e6be32f8439.jpg,5,6,"[0.0, 0.0, 0.04955566671784557, 0.3833234431615239, 0.41576628194277876, 0.15135460817785168]",top-down
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,6-Top-Down_jpg.rf.ddc24955e0afca570f1d28fe40351d03.jpg,5,7,"[0.0, 0.0, 0.1608393565487352, 0.2197288564604469, 0.1725604563296012, 0.4468713306612167]",top-down
C:\Users\301\Desktop\classification_test\level_5\6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,6-Top-Down_jpg.rf.f46d82b2da9158d9f61e18922c9688a0.jpg,5,5,"[0.0, 0.10333319395647123, 0.10740897344919138, 0.3372892231104182, 0.20363018897798843, 0.24833842050593075]",top-down
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,5,5,"[0.20847172129213734, 0.10469605290831718, 0.0, 0.309507830814389, 0.2688591386245698, 0.10846525636058672]",back
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,5,5,"[0.18753998687337536, 0.16235963910133297, 0.0, 0.3180010244443922, 0.2763912743052068, 0.05570807527569254]",back
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,5,3,"[0.045497805494571913, 0.48020342776801217, 0.10413467416902857, 0.3114677388555995, 0.05869635371278793, 0.0]",back
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,5,7,"[0.0, 0.0, 0.10325733577767841, 0.0, 0.1921252964796381, 0.7046173677426835]",top-down
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,5,4,"[0.0, 0.0, 0.422762292861713, 0.10104621779010986, 0.10481467758872677, 0.3713768117594504]",top-down
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,5,7,"[0.0, 0.16581758996805737, 0.04953630211915871, 0.1495808430917614, 0.049068762837641854, 0.5859965019833808]",top-down
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,6,6,"[0.3797253887663544, 0.0, 0.0, 0.17165929245580486, 0.4486153187778407, 0.0]",right
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,6,6,"[0.0, 0.05531670477110091, 0.16413513718080044, 0.050695990957747614, 0.6139652515829594, 0.11588691550739154]",right
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,6,6,"[0.0, 0.0, 0.16559651253720264, 0.11516114854936567, 0.4063607656382939, 0.31288157327513777]",right
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,6,2,"[0.6265244975798663, 0.11342439935137633, 0.0, 0.15363322627407391, 0.04920829605445044, 0.057209580740232996]",front
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,6,6,"[0.17922281146768146, 0.0, 0.08410776339225232, 0.12848153117418437, 0.471930389520834, 0.13625750444504778]",front
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,6,2,"[0.34727224170519305, 0.11177735732976825, 0.0, 0.2185091845238871, 0.11910950602363027, 0.20333171041752138]",front
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,6,6,"[0.0, 0.3424072765988457, 0.09981633087429817, 0.0, 0.4639523846754082, 0.09382400785144786]",left
