filename,true_stage,pred_stage,confidence,stage_scores
20240218044142lbB0i6_jpg.rf.53af6e44e00919abeff4f36f77238303.jpg,1,3,0.6796334192714664,"{3: 0.6796334192714664, 2: 0.22507075409714114, 4: 0.09529582663139259}"
20240218141519F8suN8_jpg.rf.4ee0062b8784949dfd98ff4d3e568664.jpg,1,3,0.7802621107575964,"{3: 0.7802621107575964, 2: 0.21973788924240345}"
20240219020903XzbXG9_jpg.rf.3d641d6c4f1ace341199f4b5b96f536f.jpg,1,3,0.5464975877570649,"{3: 0.5464975877570649, 2: 0.3761112529632015, 4: 0.07739115927973375}"
20240223095436na6dmB_jpg.rf.96583789d668cfa0bfc35713683367ee.jpg,1,2,0.3494173003991048,"{3: 0.3072652346747047, 2: 0.3494173003991048, 5: 0.15746634036074025, 4: 0.1858511245654503}"
20240223163801YZpMcS_jpg.rf.3d79b466613486d06c0d6982a2ee1de6.jpg,1,3,1.0,{3: 1.0}
20240224071448axsdpv_jpg.rf.ad4f4fe40741b81e846c0d18fe5bce7c.jpg,1,3,0.4820116293529689,"{3: 0.4820116293529689, 2: 0.19314947811232458, 6: 0.0691035654602492, 4: 0.2079864664951091, 5: 0.04774886057934821}"
20240224071656Xas5S2_jpg.rf.0d83396c67a8272323497bb3a4d0b97f.jpg,1,3,0.5172515940372122,"{3: 0.5172515940372122, 5: 0.12452798615216767, 4: 0.19545873384463197, 6: 0.0869368142727272, 2: 0.07582487169326106}"
20240224090843fym4nC_jpg.rf.d80859e749828a596d682cc3280e4139.jpg,1,3,0.38098574940073193,"{3: 0.38098574940073193, 6: 0.20525075030426185, 5: 0.08973916490142698, 2: 0.14524094608288082, 4: 0.17878338931069826}"
20240225041055uQZDPJ_jpg.rf.cb4ba32d2ca7c68ef47599ff4a232453.jpg,1,2,0.4856595061134265,"{3: 0.39153912445421074, 2: 0.4856595061134265, 4: 0.12280136943236292}"
20240226133614PaLGlu_jpg.rf.07d91f12d48766a2592bbac5e45ac8ee.jpg,1,2,0.6148922040154613,"{2: 0.6148922040154613, 3: 0.3851077959845386}"
20240227180634PqmAJX_jpg.rf.21dd5ab62f7dbd2f9b892fc7c49d4a0e.jpg,1,2,0.387090025534326,"{4: 0.2709260598856531, 2: 0.387090025534326, 3: 0.3419839145800209}"
20240228022345jEcVL5_jpg.rf.b935edc8b3e971487f610c95ab6246dc.jpg,1,3,0.4196344760445053,"{3: 0.4196344760445053, 2: 0.3128729027642866, 5: 0.08617825873963944, 6: 0.14209325571446718, 4: 0.03922110673710151}"
20240228110123IPYpYd_jpg.rf.3e5aba8d4c58a3d308e3ab123a79f16a.jpg,1,2,1.0,{2: 1.0}
20240229041720rQ8l0p_jpg.rf.8bb5e8029c0de71c1ee6d481e1e027b8.jpg,1,3,0.5315889748513494,"{3: 0.5315889748513494, 4: 0.31673588851933815, 2: 0.1516751366293125}"
20240305141825xPajgw_jpg.rf.6718ccc922e7f4069f17eb60dc65734d.jpg,1,3,0.4958615399902022,"{3: 0.4958615399902022, 5: 0.13985161239500146, 4: 0.21505295938461372, 2: 0.10388630767530509, 6: 0.04534758055487756}"
20231109103954UbVvLx_jpg.rf.08bf8f0253ff6ec4a392e60407a7ca05.jpg,2,2,0.5923063139366864,"{3: 0.4076936860633137, 2: 0.5923063139366864}"
20231110070141qEi5wm_jpg.rf.20af76796b05405ce043227831af11b2.jpg,2,3,0.8328735212565715,"{3: 0.8328735212565715, 2: 0.1671264787434285}"
20231122070433psAfzt_jpg.rf.a7efa27e390c92f2fc5a03788ccc1b8d.jpg,2,2,0.520689908245326,"{2: 0.520689908245326, 3: 0.35170320136640043, 4: 0.12760689038827366}"
20231130095830aHEvMd_jpg.rf.d9b2f9314d2120498c24129616d8006c.jpg,2,2,0.48957901380512453,"{3: 0.42312981456741433, 2: 0.48957901380512453, 4: 0.08729117162746117}"
20231206043710OotqJs_jpg.rf.621d16a36fabb45a838cf73543a26577.jpg,2,3,0.57130089851844,"{3: 0.57130089851844, 4: 0.17633254137365273, 2: 0.2523665601079075}"
20231222075010HDRqwK_jpg.rf.4e412fcbb2778e7599376a1cdd92cc7b.jpg,2,3,0.4064649383086288,"{3: 0.4064649383086288, 5: 0.1176526482869062, 4: 0.20009151899099123, 2: 0.16719431387614536, 6: 0.1085965805373286}"
20231222094424akH8Au_jpg.rf.cb2c90ea14b4ec3aa056d435ea661e2b.jpg,2,3,0.44663800308394563,"{3: 0.44663800308394563, 2: 0.24011324136534212, 4: 0.18066667981512058, 5: 0.1027342853254341, 6: 0.0298477904101574}"
20231224074531ch8RvS_jpg.rf.a2bc429ffd23cfcbb137b75f037d0804.jpg,2,3,0.4493760198938507,"{3: 0.4493760198938507, 2: 0.343741972685576, 4: 0.20688200742057333}"
20231224091924onQUTB_jpg.rf.0f83fa7708ed4d0defb85bcb27c20a6e.jpg,2,2,0.3742609910593841,"{2: 0.3742609910593841, 5: 0.12435846728996072, 4: 0.19509990217514114, 3: 0.17692845208773456, 6: 0.12935218738777937}"
20231224145323tlJNT7_jpg.rf.a0f8b009f18cdca339276c7ea92fc5dd.jpg,2,3,0.4162797232308913,"{3: 0.4162797232308913, 4: 0.19725950764507522, 2: 0.26476257221876853, 5: 0.049027869435725964, 6: 0.0726703274695392}"
20231225045824PLLwSq_rgbshift_jpg.rf.6f9be6c655b371b35e1053761d7b6626.jpg,2,6,0.25467793985608084,"{5: 0.22159144862837138, 6: 0.25467793985608084, 7: 0.19141539077284128, 4: 0.13664145657161597, 2: 0.11806538830527274, 3: 0.07760837586581754}"
20231225045824PLLwSq_sepia_jpg.rf.2f8315ce1666177e6f761a2b847eee43.jpg,2,7,0.26410846787144227,"{7: 0.26410846787144227, 5: 0.20736851202813716, 6: 0.22147430771670779, 4: 0.10149907278298088, 2: 0.11374112507021572, 3: 0.09180851453051604}"
20231225162717mMHTF1_jpg.rf.4024fbbff8cbaa9f0f8ec8ab6e5ffb05.jpg,2,2,0.8436419870502855,"{2: 0.8436419870502855, 3: 0.1563580129497145}"
20231227124154haqhNM_jpg.rf.e9d696a94c5bdaa6e21a27812c01cd9c.jpg,2,2,0.5466579072206029,"{3: 0.3651852684217315, 2: 0.5466579072206029, 4: 0.08815682435766564}"
20231229055019q8obL0_jpg.rf.a44525ef4b70ca5326c02e646751cdd8.jpg,2,2,0.45452846560964977,"{3: 0.4435057556956618, 2: 0.45452846560964977, 4: 0.10196577869468831}"
20231229090549BKawsC_jpg.rf.3ff75220704f4b6878ab84b9432e8ea4.jpg,2,3,0.5880172593938633,"{3: 0.5880172593938633, 4: 0.14402336291005538, 2: 0.2679593776960814}"
20231229224733KEgsWh_jpg.rf.cd866c1c8965270a5f78e6324a115e6a.jpg,2,3,0.46314217081243,"{3: 0.46314217081243, 4: 0.17694919964203654, 2: 0.12371357143043736, 7: 0.1013504866023733, 5: 0.06743854862701235, 6: 0.06740602288571032}"
20231231043028Q46NRr_jpg.rf.0227684b9bed2f5914efa7465b14b7b1.jpg,2,3,0.6717506818399005,"{3: 0.6717506818399005, 2: 0.32824931816009945}"
20231231054651z4VGer_jpg.rf.076b97375abd482fa8d551e0fc2a7b26.jpg,2,3,0.40756632055913233,"{3: 0.40756632055913233, 4: 0.1976269406428922, 6: 0.1460552937705632, 5: 0.07599264271106881, 2: 0.1727588023163435}"
20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,2,3,0.37621213672247494,"{3: 0.37621213672247494, 2: 0.20293748416680119, 4: 0.22482575435370894, 5: 0.1401929923878896, 6: 0.055831632369125306}"
202401021640493dHvsP_jpg.rf.f4be72debbbdf68d5a828157d52c3537.jpg,2,2,0.5955995984975846,"{2: 0.5955995984975846, 3: 0.40440040150241535}"
202401041207296cmQVL_jpg.rf.69bff8742738d3e61393f3984ad7174a.jpg,2,2,0.3965745355635466,"{3: 0.3789924588840172, 2: 0.3965745355635466, 4: 0.22443300555243625}"
20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,2,2,1.0,{2: 1.0}
20240108082008eZLaUu_jpg.rf.b623b32e674d549d8b66f8a7c15443f1.jpg,2,2,0.6114227134311082,"{2: 0.6114227134311082, 3: 0.3885772865688917}"
202401080941003KIfb2_gauss_jpg.rf.408f53e8c1028b97f71e56081c5c7c41.jpg,2,3,0.273152897309638,"{2: 0.22875144786622933, 3: 0.273152897309638, 5: 0.1384554789580559, 4: 0.2507030899106663, 6: 0.10893708595541035}"
20240109072410jkB2Mo_sepia_jpg.rf.a4fdad46ce5f129b21dbe7bb6a14c3fe.jpg,2,2,0.529557372743086,"{3: 0.3863095412907968, 2: 0.529557372743086, 4: 0.08413308596611724}"
20240109130224qMYou5_jpg.rf.3043b4f7c667b3ea7cd792158ff9b3da.jpg,2,2,0.6895810876802019,"{2: 0.6895810876802019, 3: 0.3104189123197982}"
20240110043329FdhNwV_jpg.rf.99fcefece4cc66515201f00abaeb8e48.jpg,2,3,0.44156968097116855,"{3: 0.44156968097116855, 4: 0.38525635391764207, 2: 0.1025351167244113, 6: 0.0706388483867779}"
20240110062442KzTdCP_jpg.rf.9e9eaaadaf4a94a9c565b0106724f041.jpg,2,2,0.2597578527588483,"{2: 0.2597578527588483, 5: 0.18131852819339156, 6: 0.1873008647907136, 3: 0.18882113666187478, 4: 0.11625804441322143, 7: 0.06654357318195049}"
20240110161423irhZYT_jpg.rf.f522d126d27f9556ef4aaebc36469a89.jpg,2,3,0.6497455388770311,"{2: 0.2320493778467465, 3: 0.6497455388770311, 4: 0.11820508327622262}"
20240110181024v6RUKz_jpg.rf.efae00619ff24a8ed2845e9bde7e8a48.jpg,2,3,0.5652297851529202,"{3: 0.5652297851529202, 2: 0.37548986064620865, 4: 0.059280354200871105}"
20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,2,3,0.3860446291690149,"{3: 0.3860446291690149, 4: 0.2964287506998642, 5: 0.14971319684164497, 6: 0.07392291858079997, 2: 0.0938905047086759}"
20240111181117uMGlb4_jpg.rf.f0a0b23d47eafad99f379f672b37d1f8.jpg,2,4,0.36389414761643685,"{4: 0.36389414761643685, 3: 0.33843283413371833, 2: 0.25752898375307, 5: 0.0401440344967748}"
20240112041805zFsaoN_jpg.rf.049f78390a56c8312fe7ea79256a44eb.jpg,2,3,0.4317505076236429,"{3: 0.4317505076236429, 2: 0.23060205422599656, 4: 0.13020954011116023, 5: 0.09765544809846974, 6: 0.08342481973478683, 7: 0.02635763020594368}"
202401120735396rfKJL_jpg.rf.f587c7e6e7671abe29172f3da76c95c6.jpg,2,3,0.40270972817993855,"{4: 0.38587963165159883, 3: 0.40270972817993855, 2: 0.21141064016846253}"
20240113075133ZSjUb8_jpg.rf.f0d16a7888ce70d7bcba5e72366c9fe5.jpg,2,2,0.4367436930108398,"{2: 0.4367436930108398, 4: 0.36594408981733906, 3: 0.1973122171718212}"
20240130072349uniDRh_jpg.rf.f943e9a84d533634fab73140c6a126d5.jpg,2,3,0.5314809353858888,"{4: 0.25313650381436137, 2: 0.2153825607997497, 3: 0.5314809353858888}"
20240202104708fP4JB4_jpg.rf.f1d09525954f7a064f60bb7bea6b99a3.jpg,2,2,0.5291425399460855,"{2: 0.5291425399460855, 3: 0.2419764855152234, 4: 0.2288809745386911}"
20240202110316tKibKR_jpg.rf.2025d9adac2414f743f3a786b7769767.jpg,2,2,0.4986839548790449,"{3: 0.4194879983594749, 2: 0.4986839548790449, 4: 0.08182804676148012}"
20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,2,3,0.3933137672041388,"{2: 0.38426275919555875, 3: 0.3933137672041388, 4: 0.1572449653607384, 5: 0.03565286439996327, 7: 0.02952564383960099}"
20240219045157mzVfj7_jpg.rf.c9b45d0874181d11613377e6b334a901.jpg,2,3,0.3396823660298533,"{3: 0.3396823660298533, 4: 0.2793087970444041, 5: 0.10428041754027988, 2: 0.13158969270184154, 6: 0.14513872668362102}"
20240224194300kOjsFD_jpg.rf.0c13fa04922a01749826cec6cc657c47.jpg,2,3,0.7381480026064616,"{3: 0.7381480026064616, 4: 0.13598828387421877, 2: 0.12586371351931963}"
20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,2,3,0.32530164154314056,"{3: 0.32530164154314056, 4: 0.21571429170946765, 6: 0.14796425094686003, 2: 0.14439066035118683, 5: 0.11478243271488517, 7: 0.051846722734459776}"
20240228022910jI5UiG_jpg.rf.ef2df61aef7de73f2e41ce77231b3f72.jpg,2,2,0.3703084145514897,"{2: 0.3703084145514897, 3: 0.36334683396710077, 6: 0.06853416610638217, 4: 0.1978105853750274}"
20240228100442mIw9Zu_jpg.rf.334b9eea8eecabd6e884c210e7ca5b8b.jpg,2,3,0.5641770765662883,"{3: 0.5641770765662883, 2: 0.3224991088214501, 4: 0.11332381461226139}"
20240228154416jXyC0M_gauss_jpg.rf.ac2af1c17a0d641455bc43da325ded4c.jpg,2,3,0.2688757300761193,"{5: 0.16572536247508482, 3: 0.2688757300761193, 2: 0.16791178097160375, 4: 0.21148820581011324, 6: 0.18599892066707893}"
202402291538061tgGTo_jpg.rf.71225fb0ca131e1423c872fa6cb00d22.jpg,2,2,0.6830126292154246,"{2: 0.6830126292154246, 3: 0.22401647698064078, 4: 0.0929708938039346}"
202403051419132qBmCp_jpg.rf.da793fe65f18a09d455e7614e3522eff.jpg,2,3,0.39340547033309897,"{3: 0.39340547033309897, 4: 0.24021507868349176, 5: 0.10490883765215193, 2: 0.19029704837004985, 6: 0.07117356496120768}"
20240306093756Nxspmr_jpg.rf.520a1e540048254439e49edc6e72083d.jpg,2,3,0.5922755126761511,"{3: 0.5922755126761511, 2: 0.3421228017015713, 4: 0.06560168562227783}"
20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,2,3,0.5848915289501647,"{3: 0.5848915289501647, 4: 0.3045892310311014, 2: 0.11051924001873381}"
20240426114804vEJvCL_jpg.rf.e8b208c0e3afd026da67dc6b206f33b1.jpg,2,3,0.5262917899453063,"{3: 0.5262917899453063, 4: 0.3524567718528848, 2: 0.1212514382018088}"
