image_path,filename,viewpoint,true_level,predicted_level,confidence,analysis_time,stage_scores,success,error
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,14-Top-Down_jpg.rf.1e5bc8fb61f881b86499411220318491.jpg,top-down,4,4.0,0.602,1.7279131412506104,"{'4.0': 0.602, '5.0': 0.103, '3.0': 0.295}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.ac5141837e97d5bc7886d5874b104fad.jpg,34-Top-Down_jpg.rf.ac5141837e97d5bc7886d5874b104fad.jpg,top-down,4,4.0,0.304,1.767409324645996,"{'4.0': 0.304, '5.0': 0.2, '2.0': 0.303, '3.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,37-Front_jpg.rf.a2bdd9935cfcc136ff0630bcfc53f51e.jpg,front,4,3.0,0.391,1.8077473640441895,"{'4.0': 0.306, '5.0': 0.303, '3.0': 0.391}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,10-Front_jpg.rf.a08b89f8825c8ecfce4f70092416da22.jpg,front,4,2.0,0.389,1.8205270767211914,"{'6.0': 0.209, '5.0': 0.201, '3.0': 0.202, '2.0': 0.389}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,37-Front_jpg.rf.7bc9747d319dac74eda1d8d43d48dc4b.jpg,front,4,2.0,0.4,1.8113787174224854,"{'6.0': 0.301, '2.0': 0.4, '4.0': 0.199, '3.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,37-Front_jpg.rf.00c1330743ba92bbcba13fca829b8152.jpg,front,4,3.0,0.492,1.778613805770874,"{'4.0': 0.207, '5.0': 0.105, '3.0': 0.492, '6.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,10-Front_jpg.rf.8d5a525c907a916b48ca9cf936359734.jpg,front,4,6.0,0.497,1.815359354019165,"{'6.0': 0.497, '5.0': 0.308, '4.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,29-Left_jpg.rf.8f92a49a4698d2856f05b9c2d41e5a8f.jpg,left,4,6.0,0.598,1.8886029720306396,"{'4.0': 0.309, '6.0': 0.598, '3.0': 0.093}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,30-Front_jpg.rf.30fa7089bccb058f1b170c36dbca2d85.jpg,front,4,7.0,0.302,1.7851536273956299,"{'7.0': 0.302, '5.0': 0.302, '4.0': 0.298, '6.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,10-Front_jpg.rf.5c9f551ab0edf72160c243035a10b217.jpg,front,4,4.0,0.486,1.7951412200927734,"{'6.0': 0.222, '5.0': 0.292, '4.0': 0.486}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,15-Right_jpg.rf.5e85294873ec4911ce572abcc0750b63.jpg,right,4,4.0,0.417,1.7899672985076904,"{'4.0': 0.417, '3.0': 0.101, '2.0': 0.289, '5.0': 0.097, '6.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,34-Top-Down_jpg.rf.684ea2985256d8cfa3367bba76cb9918.jpg,top-down,4,4.0,0.302,1.809107780456543,"{'6.0': 0.3, '4.0': 0.302, '5.0': 0.199, '3.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,29-Left_jpg.rf.58ec6830e002ce7b7290212c68db2fdf.jpg,left,4,6.0,0.4,1.795454740524292,"{'6.0': 0.4, '4.0': 0.103, '2.0': 0.397, '3.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,14-Top-Down_jpg.rf.187e34f31103c42d846c7413a2a02871.jpg,top-down,4,3.0,0.413,1.79518723487854,"{'3.0': 0.413, '5.0': 0.394, '4.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,15-Right_jpg.rf.e8bf40298a6f9d9920adf5e7f0e49147.jpg,right,4,2.0,0.379,1.8425705432891846,"{'4.0': 0.235, '6.0': 0.099, '7.0': 0.096, '3.0': 0.191, '2.0': 0.379}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,34-Top-Down_jpg.rf.ea452c5c5b850c34cb61bcf1b07ed689.jpg,top-down,4,4.0,0.393,1.835381031036377,"{'7.0': 0.201, '5.0': 0.204, '4.0': 0.393, '6.0': 0.202}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,15-Right_jpg.rf.83d530c6b3270809c5fa10c22ee9a600.jpg,right,4,4.0,0.315,1.825354814529419,"{'4.0': 0.315, '2.0': 0.198, '7.0': 0.295, '5.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,30-Front_jpg.rf.8e755c527eea690936f98828e9d36968.jpg,front,4,5.0,0.507,1.8874666690826416,"{'5.0': 0.507, '4.0': 0.199, '7.0': 0.099, '6.0': 0.099, '2.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,29-Left_jpg.rf.d8361c6722279a23a3f44340eb3a4232.jpg,left,4,6.0,0.596,1.8028817176818848,"{'4.0': 0.404, '6.0': 0.596}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_4\LEVEL_4\30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,30-Front_jpg.rf.18a9954f76da1eca244d942955010575.jpg,front,4,5.0,0.399,1.8002943992614746,"{'7.0': 0.207, '5.0': 0.399, '3.0': 0.102, '6.0': 0.099, '2.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\15-Left_jpg.rf.be7c5f7efbcbce26eb56fc6b80ca4f42.jpg,15-Left_jpg.rf.be7c5f7efbcbce26eb56fc6b80ca4f42.jpg,left,5,2.0,0.398,1.7916712760925293,"{'5.0': 0.303, '2.0': 0.398, '6.0': 0.299}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\12-Front_jpg.rf.b401e21f3952f499bc14d5e590eb900c.jpg,12-Front_jpg.rf.b401e21f3952f499bc14d5e590eb900c.jpg,front,5,5.0,0.314,1.7626678943634033,"{'5.0': 0.314, '7.0': 0.2, '6.0': 0.197, '4.0': 0.289}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\14-Top-Down_jpg.rf.e82e6fecf17b4c84823da8e91d8dd554.jpg,14-Top-Down_jpg.rf.e82e6fecf17b4c84823da8e91d8dd554.jpg,top-down,5,5.0,0.401,1.7911996841430664,"{'5.0': 0.401, '2.0': 0.399, '3.0': 0.1, '6.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\22-Right_jpg.rf.e0e1105304f11f1a3b45f6108fe25a87.jpg,22-Right_jpg.rf.e0e1105304f11f1a3b45f6108fe25a87.jpg,right,5,7.0,0.395,1.7762882709503174,"{'5.0': 0.221, '7.0': 0.395, '6.0': 0.194, '3.0': 0.189}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,right,5,5.0,0.311,1.7927844524383545,"{'5.0': 0.311, '3.0': 0.198, '4.0': 0.294, '2.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\17-Right_jpg.rf.f1133b73f194771a6ec977ab2fe94468.jpg,17-Right_jpg.rf.f1133b73f194771a6ec977ab2fe94468.jpg,right,5,6.0,0.199,1.7504081726074219,"{'5.0': 0.116, '7.0': 0.198, '2.0': 0.195, '6.0': 0.199, '4.0': 0.098, '3.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,top-down,5,7.0,0.69,1.8377799987792969,"{'5.0': 0.31, '7.0': 0.69}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\13-Top-Down_jpg.rf.67ee909dac063704c39bcef991f39377.jpg,13-Top-Down_jpg.rf.67ee909dac063704c39bcef991f39377.jpg,top-down,5,6.0,0.505,1.8562016487121582,"{'6.0': 0.505, '5.0': 0.3, '4.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\20-Top-Down_jpg.rf.e984729e92bf4d881b6e59affe91fc47.jpg,20-Top-Down_jpg.rf.e984729e92bf4d881b6e59affe91fc47.jpg,top-down,5,5.0,0.396,1.8104805946350098,"{'4.0': 0.102, '2.0': 0.305, '5.0': 0.396, '6.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,12-Front_jpg.rf.1563c8995b2004e52202c0d4236da9b6.jpg,front,5,7.0,0.396,1.8112452030181885,"{'5.0': 0.313, '7.0': 0.396, '4.0': 0.099, '6.0': 0.192}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,12-Front_jpg.rf.8b5b02965f8e1e39e02846f165f5c508.jpg,front,5,5.0,0.414,1.774900197982788,"{'5.0': 0.414, '4.0': 0.197, '6.0': 0.389}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\25-Right_jpg.rf.8e24970c55a4a821ebbb473e101814d9.jpg,25-Right_jpg.rf.8e24970c55a4a821ebbb473e101814d9.jpg,right,5,5.0,0.511,1.857658863067627,"{'5.0': 0.511, '7.0': 0.201, '6.0': 0.097, '3.0': 0.096, '4.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\17-Right_jpg.rf.b4aa9ff924fac0fc8127872698a342a8.jpg,17-Right_jpg.rf.b4aa9ff924fac0fc8127872698a342a8.jpg,right,5,6.0,0.498,1.8121616840362549,"{'2.0': 0.205, '5.0': 0.101, '6.0': 0.498, '4.0': 0.1, '3.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\20-Top-Down_jpg.rf.90352e2080e73c042234b60d4b1eff53.jpg,20-Top-Down_jpg.rf.90352e2080e73c042234b60d4b1eff53.jpg,top-down,5,3.0,0.505,1.7918298244476318,"{'3.0': 0.505, '5.0': 0.103, '4.0': 0.196, '6.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\13-Top-Down_jpg.rf.8ef37f523995335c0cca83f7fcfbc9f7.jpg,13-Top-Down_jpg.rf.8ef37f523995335c0cca83f7fcfbc9f7.jpg,top-down,5,6.0,0.407,1.7985827922821045,"{'6.0': 0.407, '7.0': 0.297, '5.0': 0.197, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\13-Top-Down_jpg.rf.b3754d9c793d9823d10bfc0c8e9d6d0f.jpg,13-Top-Down_jpg.rf.b3754d9c793d9823d10bfc0c8e9d6d0f.jpg,top-down,5,7.0,0.496,1.8395764827728271,"{'5.0': 0.305, '6.0': 0.199, '7.0': 0.496}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,1-Front_jpg.rf.b6db8d0922087d143049a8386cf1a629.jpg,front,5,2.0,0.329,1.785451889038086,"{'2.0': 0.329, '4.0': 0.105, '6.0': 0.3, '7.0': 0.09, '5.0': 0.089, '3.0': 0.088}",True,
