success,api_status,filename,image_path,true_level,predicted_stage,gemini_stage_raw,gemini_title,gemini_description,analysis_time
True,200,20231229055019q8obL0_jpg.rf.a44525ef4b70ca5326c02e646751cdd8.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231229055019q8obL0_jpg.rf.a44525ef4b70ca5326c02e646751cdd8.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 보이기 시작하는 초기 탈모 단계로 진행 중입니다. 아직 전체적인 모발량은 많아 보이지만, 정수리 부분을 중심으로 모발이 가늘어지고 숱이 적어지는 현상이 관찰됩니다.",4.718059539794922
True,200,20231229090549BKawsC_jpg.rf.3ff75220704f4b6878ab84b9432e8ea4.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231229090549BKawsC_jpg.rf.3ff75220704f4b6878ab84b9432e8ea4.jpg,2,2,0,정상,"제공된 이미지에서는 탈모의 징후가 보이지 않습니다. 모발의 밀도는 정상으로 보이며, 두피가 과도하게 노출된 부분도 없습니다.",3.054988384246826
True,200,20231229224733KEgsWh_jpg.rf.cd866c1c8965270a5f78e6324a115e6a.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231229224733KEgsWh_jpg.rf.cd866c1c8965270a5f78e6324a115e6a.jpg,2,5,2,중등도 탈모,"정수리 부분의 모발 밀도가 눈에 띄게 감소했으며, 두피가 넓게 드러나 보입니다. 모발이 가늘어지고 힘이 없어 보이는 현상도 관찰됩니다.",3.41721248626709
True,200,20231231043028Q46NRr_jpg.rf.0227684b9bed2f5914efa7465b14b7b1.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231231043028Q46NRr_jpg.rf.0227684b9bed2f5914efa7465b14b7b1.jpg,2,2,0,정상,제공된 이미지만으로는 탈모의 징후가 보이지 않습니다. 모발이 풍성하고 두피가 잘 가려져 있습니다.,2.9059362411499023
True,200,20231231054651z4VGer_jpg.rf.076b97375abd482fa8d551e0fc2a7b26.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231231054651z4VGer_jpg.rf.076b97375abd482fa8d551e0fc2a7b26.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 가르마가 넓어지기 시작하는 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",4.386315822601318
True,200,20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,C:\Users\301\Desktop\test_data_set\test\2\20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,2,3,1,초기 탈모,두피가 부분적으로 비쳐 보이는 현상이 관찰됩니다. 모발이 가늘어지고 밀도가 감소하는 초기 탈모 단계로 보입니다. 하지만 전체적인 모발량은 아직 많이 줄어들지 않은 상태입니다.,4.517974376678467
True,200,202401021640493dHvsP_jpg.rf.f4be72debbbdf68d5a828157d52c3537.jpg,C:\Users\301\Desktop\test_data_set\test\2\202401021640493dHvsP_jpg.rf.f4be72debbbdf68d5a828157d52c3537.jpg,2,3,1,초기 탈모,"관자놀이 부근의 헤어라인 후퇴가 관찰됩니다. 전체적인 모발 밀도는 아직 유지되고 있지만, 초기 탈모의 징후가 보입니다.",4.134855508804321
True,200,202401041207296cmQVL_jpg.rf.69bff8742738d3e61393f3984ad7174a.jpg,C:\Users\301\Desktop\test_data_set\test\2\202401041207296cmQVL_jpg.rf.69bff8742738d3e61393f3984ad7174a.jpg,2,3,1,초기 탈모 가능성,"제공된 이미지만으로는 확실한 탈모 진행 단계를 판단하기 어렵습니다. 하지만 정수리 부분의 모발 밀도가 주변부에 비해 다소 낮아 보이는 점을 고려하면 초기 탈모일 가능성이 있습니다.  더 명확한 진단을 위해서는 다른 각도의 사진이나 조명 환경이 다른 사진, 그리고 두피가 더 잘 보이는 사진을 제공하는 것이 좋습니다.",5.645780563354492
True,200,20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 비쳐 보이는 초기 탈모 단계로 보입니다. 아직 전체적인 모발량은 많아 보이지만, 가르마 부분을 중심으로 모발이 가늘어지고 숱이 적어진 것을 확인할 수 있습니다.",4.6745452880859375
True,200,20240108082008eZLaUu_jpg.rf.b623b32e674d549d8b66f8a7c15443f1.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240108082008eZLaUu_jpg.rf.b623b32e674d549d8b66f8a7c15443f1.jpg,2,3,1,초기 탈모,헤어라인 부근의 모발이 가늘어지고 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 특히 앞머리와 관자놀이 부분에서 밀도 감소가 관찰됩니다.,4.326033592224121
True,200,202401080941003KIfb2_gauss_jpg.rf.408f53e8c1028b97f71e56081c5c7c41.jpg,C:\Users\301\Desktop\test_data_set\test\2\202401080941003KIfb2_gauss_jpg.rf.408f53e8c1028b97f71e56081c5c7c41.jpg,2,3,1,초기 탈모,"헤어라인 후퇴가 미세하게 관찰되며, 특히 관자놀이 부분의 모발 밀도가 다소 감소되어 보입니다. 전체적으로 모발은 아직 풍성해 보이지만, 초기 탈모 징후가 나타나고 있습니다.",4.539860010147095
True,200,20240109072410jkB2Mo_sepia_jpg.rf.a4fdad46ce5f129b21dbe7bb6a14c3fe.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240109072410jkB2Mo_sepia_jpg.rf.a4fdad46ce5f129b21dbe7bb6a14c3fe.jpg,2,2,0,정상,"제공된 이미지만으로는 탈모로 의심되는 부분이 보이지 않습니다. 모발의 밀도가 충분하고, 두피가 과도하게 드러나 보이지 않습니다.",3.8497397899627686
True,200,20240109130224qMYou5_jpg.rf.3043b4f7c667b3ea7cd792158ff9b3da.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240109130224qMYou5_jpg.rf.3043b4f7c667b3ea7cd792158ff9b3da.jpg,2,3,1,초기 탈모,정수리 부분의 모발 밀도가 감소되어 두피가 부분적으로 보이기 시작하는 초기 탈모 단계로 판단됩니다. 모발이 가늘어지고 힘이 없어 보이는 현상도 관찰됩니다.,4.350712060928345
True,200,20240110043329FdhNwV_jpg.rf.99fcefece4cc66515201f00abaeb8e48.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240110043329FdhNwV_jpg.rf.99fcefece4cc66515201f00abaeb8e48.jpg,2,7,3,심각한 탈모,"이미지가 매우 흐릿하여 정확한 진단은 어렵지만, 두피의 상당 부분에 탈모가 진행된 것으로 보입니다. 정수리 부분의 모발 밀도가 현저히 낮아 두피가 넓게 노출되어 있습니다. 이는 심각한 탈모 단계에 해당합니다.",5.364526271820068
True,200,20240110062442KzTdCP_jpg.rf.9e9eaaadaf4a94a9c565b0106724f041.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240110062442KzTdCP_jpg.rf.9e9eaaadaf4a94a9c565b0106724f041.jpg,2,3,1,초기 탈모,"사진상으로 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 초기 탈모 증상을 보입니다. 특히 정수리 부분의 모발 밀도가 감소되어 두피가 더 드러나 보입니다. 아직 전체적인 모발량은 많아 보이지만, 탈모 진행을 예의주시할 필요가 있습니다.",4.57368278503418
True,200,20240110161423irhZYT_jpg.rf.f522d126d27f9556ef4aaebc36469a89.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240110161423irhZYT_jpg.rf.f522d126d27f9556ef4aaebc36469a89.jpg,2,3,1,초기 탈모 가능성,"정수리 부분의 모발 밀도가 주변보다 약간 낮아 보입니다. 하지만 사진의 각도와 조명으로 인해 확실하게 판단하기 어렵습니다. 초기 탈모일 가능성도 있지만, 단순히 가르마 방향이나 스타일링으로 인한 것일 수도 있습니다.",4.433117389678955
True,200,20240110181024v6RUKz_jpg.rf.efae00619ff24a8ed2845e9bde7e8a48.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240110181024v6RUKz_jpg.rf.efae00619ff24a8ed2845e9bde7e8a48.jpg,2,5,2,중등도 탈모,정수리 부분의 모발 밀도가 눈에 띄게 감소되어 두피가 비쳐 보입니다. 전체적인 모발의 양도 줄어들어 탈모가 진행되고 있음을 확인할 수 있습니다.,4.059562683105469
True,200,20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,2,3,1,초기 탈모,정수리 부분의 모발 밀도 감소가 관찰됩니다. 전체적으로 모발이 가늘어지고 있는 초기 단계로 보입니다.,3.538325071334839
True,200,20240111181117uMGlb4_jpg.rf.f0a0b23d47eafad99f379f672b37d1f8.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240111181117uMGlb4_jpg.rf.f0a0b23d47eafad99f379f672b37d1f8.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 드러나 보이기 시작하는 초기 탈모 단계로 판단됩니다. 아직 광범위한 탈모는 아니지만, 조기 진단 및 관리가 필요한 시점입니다.",4.838533878326416
True,200,20240112041805zFsaoN_jpg.rf.049f78390a56c8312fe7ea79256a44eb.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240112041805zFsaoN_jpg.rf.049f78390a56c8312fe7ea79256a44eb.jpg,2,2,0,정상,"제공된 이미지에서는 탈모의 징후가 보이지 않습니다. 모발의 밀도가 적절해 보이며, 두피가 명확하게 드러나는 부분도 없습니다.",3.4801948070526123
True,200,202401120735396rfKJL_jpg.rf.f587c7e6e7671abe29172f3da76c95c6.jpg,C:\Users\301\Desktop\test_data_set\test\2\202401120735396rfKJL_jpg.rf.f587c7e6e7671abe29172f3da76c95c6.jpg,2,3,1,초기 탈모,헤어라인과 정수리 부분의 모발 밀도가 감소하는 초기 탈모 증상을 보입니다. 특히 정수리 부분에서 두피가 더 잘 보이는 것으로 추정됩니다. 하지만 전체적인 모발량은 아직 많아 보입니다.,4.723641872406006
True,200,20240113075133ZSjUb8_jpg.rf.f0d16a7888ce70d7bcba5e72366c9fe5.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240113075133ZSjUb8_jpg.rf.f0d16a7888ce70d7bcba5e72366c9fe5.jpg,2,5,2,중등도 남성형 탈모,"정수리 부분의 모발 밀도 감소가 눈에 띄며, 헤어라인의 후퇴도 진행되고 있습니다. 전체적으로 모발이 가늘어지고 두피가 더 많이 보이는 상태입니다.",4.118723392486572
True,200,20240130072349uniDRh_jpg.rf.f943e9a84d533634fab73140c6a126d5.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240130072349uniDRh_jpg.rf.f943e9a84d533634fab73140c6a126d5.jpg,2,2,0,정상,"제공된 이미지에서는 탈모의 징후가 보이지 않습니다. 모발의 밀도는 정상으로 보이며, 두피도 건강해 보입니다.",2.938563585281372
True,200,20240202104708fP4JB4_jpg.rf.f1d09525954f7a064f60bb7bea6b99a3.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240202104708fP4JB4_jpg.rf.f1d09525954f7a064f60bb7bea6b99a3.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도 감소가 관찰됩니다. 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 초기 단계로 판단됩니다. 전체적인 모발량은 아직 많이 줄어들지 않았으나, 탈모 진행 방지를 위한 관리가 필요한 시점입니다.",4.720303773880005
True,200,20240202110316tKibKR_jpg.rf.2025d9adac2414f743f3a786b7769767.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240202110316tKibKR_jpg.rf.2025d9adac2414f743f3a786b7769767.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도 감소가 관찰됩니다. 전체적으로 모발은 아직 풍성해 보이지만, 정수리 부분을 중심으로 탈모가 진행되고 있는 초기 단계로 보입니다.",4.606869220733643
True,200,20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 비쳐 보이는 초기 탈모 단계입니다. 모발이 가늘어지고 있는 것으로 보이며, 전체적인 모발량 감소는 아직 미미한 수준입니다.",4.143540859222412
True,200,20240219045157mzVfj7_jpg.rf.c9b45d0874181d11613377e6b334a901.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240219045157mzVfj7_jpg.rf.c9b45d0874181d11613377e6b334a901.jpg,2,2,0,정상,"사진 상으로 특별한 탈모 증상은 보이지 않습니다. 모발의 밀도도 적절하고, 두피도 건강해 보입니다.",3.418532371520996
True,200,20240224194300kOjsFD_jpg.rf.0c13fa04922a01749826cec6cc657c47.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240224194300kOjsFD_jpg.rf.0c13fa04922a01749826cec6cc657c47.jpg,2,2,0,정상,"제공된 이미지만으로는 탈모 징후를 식별할 수 없습니다. 두피가 명확하게 보이지 않고, 모발이 젖어 있어 모발 밀도나 두피 상태를 정확히 판단하기 어렵습니다.",4.212694406509399
True,200,20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,2,3,1,초기 탈모,"헤어라인 주변과 정수리 부분의 모발 밀도가 감소하기 시작하는 초기 탈모 단계로 보입니다. 아직 눈에 띄는 탈모는 아니지만, 모발이 가늘어지고 두피가 더 잘 보이는 현상이 나타나고 있습니다.",5.144090414047241
True,200,20240228022910jI5UiG_jpg.rf.ef2df61aef7de73f2e41ce77231b3f72.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240228022910jI5UiG_jpg.rf.ef2df61aef7de73f2e41ce77231b3f72.jpg,2,3,1,초기 탈모,"전반적으로 모발이 가늘어지고, 정수리 부분의 모발 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",5.32839822769165
True,200,20240228100442mIw9Zu_jpg.rf.334b9eea8eecabd6e884c210e7ca5b8b.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240228100442mIw9Zu_jpg.rf.334b9eea8eecabd6e884c210e7ca5b8b.jpg,2,3,1,초기 탈모,"관자놀이 부근과 정수리 부분의 모발이 가늘어지고 밀도가 감소하는 초기 탈모 현상이 관찰됩니다. 전체적인 모발량은 아직 많아 보이지만, 자세히 보면 모발이 가늘어지고 두피가 부분적으로 드러나기 시작하는 초기 단계의 특징을 보입니다.",6.176231145858765
True,200,20240228154416jXyC0M_gauss_jpg.rf.ac2af1c17a0d641455bc43da325ded4c.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240228154416jXyC0M_gauss_jpg.rf.ac2af1c17a0d641455bc43da325ded4c.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고, 모발이 가늘어지기 시작하는 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",5.1348490715026855
True,200,202402291538061tgGTo_jpg.rf.71225fb0ca131e1423c872fa6cb00d22.jpg,C:\Users\301\Desktop\test_data_set\test\2\202402291538061tgGTo_jpg.rf.71225fb0ca131e1423c872fa6cb00d22.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고, 모발이 가늘어지기 시작하는 초기 탈모 단계로 보입니다. 아직 전체적인 모발량은 많아 보이지만, 정수리 부분을 중심으로 탈모가 진행되고 있는 것으로 판단됩니다.",4.3157126903533936
True,200,202403051419132qBmCp_jpg.rf.da793fe65f18a09d455e7614e3522eff.jpg,C:\Users\301\Desktop\test_data_set\test\2\202403051419132qBmCp_jpg.rf.da793fe65f18a09d455e7614e3522eff.jpg,2,3,1,초기 탈모,"두피가 일부 비쳐 보이는 부분이 있으며, 모발이 가늘어진 것으로 보입니다. 전체적인 모발 밀도는 아직 유지되고 있지만, 탈모 진행 가능성이 있어 지속적인 관찰이 필요합니다.",3.5151660442352295
True,200,20240306093756Nxspmr_jpg.rf.520a1e540048254439e49edc6e72083d.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240306093756Nxspmr_jpg.rf.520a1e540048254439e49edc6e72083d.jpg,2,3,1,초기 탈모,"관자놀이 부근과 정수리 부분의 모발이 가늘어지고 밀도가 감소하는 초기 탈모 현상이 관찰됩니다. 아직 전체적인 모발량은 많아 보이지만, 탈모 진행을 막기 위한 관리가 필요한 시점입니다.",4.37713885307312
True,200,20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,2,5,2,중등도 탈모,"정수리 부분의 모발 밀도가 눈에 띄게 감소했으며, 두피가 부분적으로 드러나 보입니다. 전체적인 모발의 굵기도 가늘어진 것으로 추정됩니다.",4.044161796569824
True,200,20240426114804vEJvCL_jpg.rf.e8b208c0e3afd026da67dc6b206f33b1.jpg,C:\Users\301\Desktop\test_data_set\test\2\20240426114804vEJvCL_jpg.rf.e8b208c0e3afd026da67dc6b206f33b1.jpg,2,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 있으며, 모발이 가늘어지는 현상이 관찰됩니다. 아직 전체적인 모발량은 많이 줄어들지 않았지만, 탈모 진행 초기 단계로 보입니다.",4.458620309829712
True,200,20231225073745O43Mc1_jpg.rf.473f35d0092686ccbb30cc3f15f4263b.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231225073745O43Mc1_jpg.rf.473f35d0092686ccbb30cc3f15f4263b.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 진행을 예방하기 위한 관리가 필요한 시점입니다.",4.215245962142944
True,200,20231225074112vWHR6I_channeldrop_jpg.rf.5d016bb20ef061d01612c66e5eef5595.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231225074112vWHR6I_channeldrop_jpg.rf.5d016bb20ef061d01612c66e5eef5595.jpg,3,3,1,초기 탈모,정수리 부분의 모발 밀도가 다소 감소되어 보입니다. 전체적으로 모발이 가늘어지고 있는 초기 단계로 추정됩니다. 하지만 아직 두피가 심하게 드러나 보이지는 않습니다.,4.033288478851318
True,200,20231225074112vWHR6I_sepia_jpg.rf.ad16553c963cba58bbcadb968f941cb0.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231225074112vWHR6I_sepia_jpg.rf.ad16553c963cba58bbcadb968f941cb0.jpg,3,3,1,초기 탈모,두피 전체적으로 모발이 가늘어지고 밀도가 감소하는 초기 탈모 양상을 보입니다. 특히 정수리 부분의 모발이 가늘어지고 두피가 비쳐 보이는 현상이 관찰됩니다.,3.9945428371429443
True,200,20231226062922lMCITq_gauss_jpg.rf.e38f6682d1d46806492cb6d6e5c2b0e7.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231226062922lMCITq_gauss_jpg.rf.e38f6682d1d46806492cb6d6e5c2b0e7.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 비쳐 보이는 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",4.359916925430298
True,200,20231227181434cW11aN_gauss_jpg.rf.a74b86769ecc1003a4bbc0f385ec27bc.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231227181434cW11aN_gauss_jpg.rf.a74b86769ecc1003a4bbc0f385ec27bc.jpg,3,7,3,심각한 탈모,"두피 전체적으로 모발이 매우 얇아져 두피가 훤히 드러나 보입니다. 정수리 부분의 탈모가 심각하며, 앞머리와 옆머리까지 탈모가 진행된 것으로 보입니다. 모발의 밀도가 현저히 낮고, 모발이 가늘어 보입니다.",5.014586687088013
True,200,20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,3,3,1,초기 탈모,"모발이 젖어있어 정확한 판단은 어려우나, 정수리 부분의 모발 밀도가 다소 감소되어 보입니다. 이는 초기 탈모의 가능성을 시사합니다. 하지만 조명이나 젖은 모발 상태로 인해 탈모가 과장되어 보일 수 있습니다.",4.919118165969849
