image_path,filename,true_level,predicted_level,confidence,analysis_time,stage_scores,success,error
C:\Users\301\Desktop\test_data_set\test\2\20231130095830aHEvMd_jpg.rf.d9b2f9314d2120498c24129616d8006c.jpg,20231130095830aHEvMd_jpg.rf.d9b2f9314d2120498c24129616d8006c.jpg,2,4.0,0.397,2.1122803688049316,"{'2.0': 0.304, '3.0': 0.299, '4.0': 0.397}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231229090549BKawsC_jpg.rf.3ff75220704f4b6878ab84b9432e8ea4.jpg,20231229090549BKawsC_jpg.rf.3ff75220704f4b6878ab84b9432e8ea4.jpg,2,3.0,0.796,1.9385709762573242,"{'2.0': 0.204, '3.0': 0.796}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231225045824PLLwSq_rgbshift_jpg.rf.6f9be6c655b371b35e1053761d7b6626.jpg,20231225045824PLLwSq_rgbshift_jpg.rf.6f9be6c655b371b35e1053761d7b6626.jpg,2,6.0,0.493,1.9269273281097412,"{'4.0': 0.205, '2.0': 0.205, '6.0': 0.493, '5.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231222094424akH8Au_jpg.rf.cb2c90ea14b4ec3aa056d435ea661e2b.jpg,20231222094424akH8Au_jpg.rf.cb2c90ea14b4ec3aa056d435ea661e2b.jpg,2,3.0,0.496,2.1859917640686035,"{'2.0': 0.205, '5.0': 0.3, '3.0': 0.496}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231227124154haqhNM_jpg.rf.e9d696a94c5bdaa6e21a27812c01cd9c.jpg,20231227124154haqhNM_jpg.rf.e9d696a94c5bdaa6e21a27812c01cd9c.jpg,2,3.0,0.499,1.9364771842956543,"{'2.0': 0.304, '3.0': 0.499, '4.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,2,2.0,0.319,1.935917854309082,"{'2.0': 0.319, '3.0': 0.299, '6.0': 0.192, '4.0': 0.19}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,2,3.0,0.591,1.9551537036895752,"{'2.0': 0.409, '3.0': 0.591}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240111181117uMGlb4_jpg.rf.f0a0b23d47eafad99f379f672b37d1f8.jpg,20240111181117uMGlb4_jpg.rf.f0a0b23d47eafad99f379f672b37d1f8.jpg,2,4.0,0.615,2.0027589797973633,"{'4.0': 0.615, '3.0': 0.385}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231231054651z4VGer_jpg.rf.076b97375abd482fa8d551e0fc2a7b26.jpg,20231231054651z4VGer_jpg.rf.076b97375abd482fa8d551e0fc2a7b26.jpg,2,3.0,0.49,1.9859814643859863,"{'4.0': 0.221, '3.0': 0.49, '2.0': 0.289}",True,
C:\Users\301\Desktop\test_data_set\test\2\202401120735396rfKJL_jpg.rf.f587c7e6e7671abe29172f3da76c95c6.jpg,202401120735396rfKJL_jpg.rf.f587c7e6e7671abe29172f3da76c95c6.jpg,2,3.0,0.795,1.8960511684417725,"{'4.0': 0.107, '3.0': 0.795, '2.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,2,3.0,0.606,1.9258286952972412,"{'3.0': 0.606, '2.0': 0.394}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,2,4.0,0.694,1.9490153789520264,"{'3.0': 0.306, '4.0': 0.694}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240110161423irhZYT_jpg.rf.f522d126d27f9556ef4aaebc36469a89.jpg,20240110161423irhZYT_jpg.rf.f522d126d27f9556ef4aaebc36469a89.jpg,2,3.0,0.598,1.9977812767028809,"{'3.0': 0.598, '4.0': 0.203, '2.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231225045824PLLwSq_sepia_jpg.rf.2f8315ce1666177e6f761a2b847eee43.jpg,20231225045824PLLwSq_sepia_jpg.rf.2f8315ce1666177e6f761a2b847eee43.jpg,2,6.0,0.495,2.0142621994018555,"{'4.0': 0.204, '2.0': 0.204, '6.0': 0.495, '5.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231229055019q8obL0_jpg.rf.a44525ef4b70ca5326c02e646751cdd8.jpg,20231229055019q8obL0_jpg.rf.a44525ef4b70ca5326c02e646751cdd8.jpg,2,3.0,0.594,1.9810233116149902,"{'2.0': 0.212, '3.0': 0.594, '4.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240108082008eZLaUu_jpg.rf.b623b32e674d549d8b66f8a7c15443f1.jpg,20240108082008eZLaUu_jpg.rf.b623b32e674d549d8b66f8a7c15443f1.jpg,2,4.0,0.398,1.989978313446045,"{'2.0': 0.307, '4.0': 0.398, '3.0': 0.295}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240110181024v6RUKz_jpg.rf.efae00619ff24a8ed2845e9bde7e8a48.jpg,20240110181024v6RUKz_jpg.rf.efae00619ff24a8ed2845e9bde7e8a48.jpg,2,3.0,0.498,1.9846906661987305,"{'3.0': 0.498, '2.0': 0.406, '4.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231109103954UbVvLx_jpg.rf.08bf8f0253ff6ec4a392e60407a7ca05.jpg,20231109103954UbVvLx_jpg.rf.08bf8f0253ff6ec4a392e60407a7ca05.jpg,2,3.0,0.508,1.9755563735961914,"{'3.0': 0.508, '2.0': 0.3, '4.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231224074531ch8RvS_jpg.rf.a2bc429ffd23cfcbb137b75f037d0804.jpg,20231224074531ch8RvS_jpg.rf.a2bc429ffd23cfcbb137b75f037d0804.jpg,2,3.0,0.617,2.021454095840454,"{'3.0': 0.617, '2.0': 0.383}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,2,4.0,0.522,2.0172276496887207,"{'4.0': 0.522, '3.0': 0.478}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240202110316tKibKR_jpg.rf.2025d9adac2414f743f3a786b7769767.jpg,20240202110316tKibKR_jpg.rf.2025d9adac2414f743f3a786b7769767.jpg,2,4.0,0.498,2.085543155670166,"{'2.0': 0.202, '3.0': 0.3, '4.0': 0.498}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231229224733KEgsWh_jpg.rf.cd866c1c8965270a5f78e6324a115e6a.jpg,20231229224733KEgsWh_jpg.rf.cd866c1c8965270a5f78e6324a115e6a.jpg,2,3.0,0.702,2.0283000469207764,"{'3.0': 0.702, '7.0': 0.201, '5.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,2,3.0,0.713,2.018843412399292,"{'3.0': 0.713, '2.0': 0.098, '5.0': 0.095, '6.0': 0.093}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240426115256f1Ko7D_jpg.rf.b42faf62730ff91984fbe9aaa01b735a.jpg,20240426115256f1Ko7D_jpg.rf.b42faf62730ff91984fbe9aaa01b735a.jpg,3,3.0,0.701,1.993947982788086,"{'3.0': 0.701, '5.0': 0.1, '2.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240107133634EeG4f8_channeldrop_jpg.rf.f9368d56fdb790d33e3b3202eb133fbb.jpg,20240107133634EeG4f8_channeldrop_jpg.rf.f9368d56fdb790d33e3b3202eb133fbb.jpg,3,3.0,0.711,1.9943277835845947,"{'3.0': 0.711, '2.0': 0.196, '6.0': 0.093}",True,
C:\Users\301\Desktop\test_data_set\test\3\202401071754396EVo4b_channeldrop_jpg.rf.24fccc53a4053cecb3d267777f220f9b.jpg,202401071754396EVo4b_channeldrop_jpg.rf.24fccc53a4053cecb3d267777f220f9b.jpg,3,4.0,0.305,1.989938497543335,"{'4.0': 0.305, '3.0': 0.202, '5.0': 0.198, '6.0': 0.099, '2.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231228115833acozQC_rgbshift_jpg.rf.e6a07a506a653ce72df95ea83e22f789.jpg,20231228115833acozQC_rgbshift_jpg.rf.e6a07a506a653ce72df95ea83e22f789.jpg,3,3.0,0.699,2.063157558441162,"{'2.0': 0.301, '3.0': 0.699}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240219045611lxf00s_gauss_jpg.rf.e5990723263edf53cf703214a2a53cdf.jpg,20240219045611lxf00s_gauss_jpg.rf.e5990723263edf53cf703214a2a53cdf.jpg,3,5.0,0.608,2.007784605026245,"{'5.0': 0.608, '6.0': 0.294, '3.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240113083925VOQCo6_jpg.rf.3626b5411a26115f33dfe16ca824b679.jpg,20240113083925VOQCo6_jpg.rf.3626b5411a26115f33dfe16ca824b679.jpg,3,3.0,0.702,2.0200562477111816,"{'3.0': 0.702, '5.0': 0.298}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240213093407MyH0JP_jpg.rf.9a522970a4f3b4e4382f073fba38130b.jpg,20240213093407MyH0JP_jpg.rf.9a522970a4f3b4e4382f073fba38130b.jpg,3,4.0,0.491,2.007115364074707,"{'3.0': 0.31, '5.0': 0.101, '4.0': 0.491, '2.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240110081709sAjzng_channeldrop_jpg.rf.9d8e9beec63ffbca9cda85b268f02eb4.jpg,20240110081709sAjzng_channeldrop_jpg.rf.9d8e9beec63ffbca9cda85b268f02eb4.jpg,3,3.0,0.613,1.962376356124878,"{'3.0': 0.613, '2.0': 0.196, '4.0': 0.191}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231227181434cW11aN_gauss_jpg.rf.a74b86769ecc1003a4bbc0f385ec27bc.jpg,20231227181434cW11aN_gauss_jpg.rf.a74b86769ecc1003a4bbc0f385ec27bc.jpg,3,2.0,0.506,1.8836331367492676,"{'2.0': 0.506, '3.0': 0.399, '4.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240226042041FWzeO8_jpg.rf.3be436b5e7d26e3bff8351eb7891b0a9.jpg,20240226042041FWzeO8_jpg.rf.3be436b5e7d26e3bff8351eb7891b0a9.jpg,3,2.0,0.494,1.9535572528839111,"{'3.0': 0.407, '2.0': 0.494, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240204072051rg8Nmk_channeldrop_jpg.rf.f1fb3f7cfe3052aabfd1ccd830f93a27.jpg,20240204072051rg8Nmk_channeldrop_jpg.rf.f1fb3f7cfe3052aabfd1ccd830f93a27.jpg,3,3.0,0.501,1.9447300434112549,"{'6.0': 0.2, '3.0': 0.501, '4.0': 0.199, '2.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240111041511pkq7FS_channeldrop_jpg.rf.490e784d8da4c7e1b4bf9db6f7cae94e.jpg,20240111041511pkq7FS_channeldrop_jpg.rf.490e784d8da4c7e1b4bf9db6f7cae94e.jpg,3,3.0,0.705,1.9465646743774414,"{'3.0': 0.705, '4.0': 0.102, '6.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,3,2.0,0.5,1.8635082244873047,"{'2.0': 0.5, '3.0': 0.405, '4.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231225073745O43Mc1_jpg.rf.473f35d0092686ccbb30cc3f15f4263b.jpg,20231225073745O43Mc1_jpg.rf.473f35d0092686ccbb30cc3f15f4263b.jpg,3,5.0,0.304,1.9266722202301025,"{'5.0': 0.304, '4.0': 0.202, '6.0': 0.298, '2.0': 0.1, '3.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231226062922lMCITq_gauss_jpg.rf.e38f6682d1d46806492cb6d6e5c2b0e7.jpg,20231226062922lMCITq_gauss_jpg.rf.e38f6682d1d46806492cb6d6e5c2b0e7.jpg,3,4.0,0.405,1.9366912841796875,"{'4.0': 0.405, '5.0': 0.396, '6.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240426114655aET0c3_jpg.rf.6b17df2542c768f6b1857ef2bb4f0e08.jpg,20240426114655aET0c3_jpg.rf.6b17df2542c768f6b1857ef2bb4f0e08.jpg,3,2.0,0.501,2.1942691802978516,"{'2.0': 0.501, '3.0': 0.301, '4.0': 0.198}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240112132218uNOG9r_rgbshift_jpg.rf.4748bd91270be1385496fe83da8a46de.jpg,20240112132218uNOG9r_rgbshift_jpg.rf.4748bd91270be1385496fe83da8a46de.jpg,3,3.0,0.8,1.9038870334625244,"{'3.0': 0.8, '2.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240111060524b17ZW5_sepia_jpg.rf.eb8d5cb964d5b30f24baf9fa05b9ae48.jpg,20240111060524b17ZW5_sepia_jpg.rf.eb8d5cb964d5b30f24baf9fa05b9ae48.jpg,3,3.0,0.5,2.0022850036621094,"{'4.0': 0.202, '3.0': 0.5, '5.0': 0.101, '2.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231230044850qZAAzh_gauss_jpg.rf.36cc50c06ac06bebf45fe24ad48cd098.jpg,20231230044850qZAAzh_gauss_jpg.rf.36cc50c06ac06bebf45fe24ad48cd098.jpg,3,3.0,0.59,1.9607903957366943,"{'2.0': 0.213, '3.0': 0.59, '4.0': 0.1, '5.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set\test\3\2024011004015104ybgS_rgbshift_jpg.rf.d7839680a8a123209e803c3278fd120e.jpg,2024011004015104ybgS_rgbshift_jpg.rf.d7839680a8a123209e803c3278fd120e.jpg,3,4.0,0.402,1.9831700325012207,"{'3.0': 0.401, '4.0': 0.402, '6.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240218111411fMj4dz_gauss_jpg.rf.9109f6c6c983a8c4f47b072634b47159.jpg,20240218111411fMj4dz_gauss_jpg.rf.9109f6c6c983a8c4f47b072634b47159.jpg,3,4.0,0.501,1.9817023277282715,"{'3.0': 0.107, '4.0': 0.501, '6.0': 0.199, '2.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231228093404CvWZPa_channeldrop_jpg.rf.41b22b1135ef967412292a51645fd0cf.jpg,20231228093404CvWZPa_channeldrop_jpg.rf.41b22b1135ef967412292a51645fd0cf.jpg,3,4.0,0.399,1.9779152870178223,"{'5.0': 0.106, '3.0': 0.3, '4.0': 0.399, '2.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set\test\3\20231225074112vWHR6I_sepia_jpg.rf.ad16553c963cba58bbcadb968f941cb0.jpg,20231225074112vWHR6I_sepia_jpg.rf.ad16553c963cba58bbcadb968f941cb0.jpg,3,5.0,0.401,1.9938433170318604,"{'5.0': 0.401, '6.0': 0.103, '3.0': 0.2, '4.0': 0.296}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240302035813N0PMwt_jpg.rf.2d121f81ef49f31662111596e805b894.jpg,20240302035813N0PMwt_jpg.rf.2d121f81ef49f31662111596e805b894.jpg,3,3.0,0.5,2.0004327297210693,"{'3.0': 0.5, '2.0': 0.209, '6.0': 0.197, '4.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240111060524b17ZW5_channeldrop_jpg.rf.c0f08018cf0b1246515b2bb00e59ab19.jpg,20240111060524b17ZW5_channeldrop_jpg.rf.c0f08018cf0b1246515b2bb00e59ab19.jpg,3,3.0,0.797,2.0007240772247314,"{'3.0': 0.797, '2.0': 0.203}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240425090756H9ZvXS_rgbshift_jpg.rf.992caff21af3c8f6af666cee90c8dab4.jpg,20240425090756H9ZvXS_rgbshift_jpg.rf.992caff21af3c8f6af666cee90c8dab4.jpg,3,3.0,0.507,2.0019516944885254,"{'3.0': 0.507, '6.0': 0.299, '2.0': 0.1, '4.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240213093407MyH0JP_sepia_jpg.rf.ab6e8973f56f52f3773a90e3bd32676d.jpg,20240213093407MyH0JP_sepia_jpg.rf.ab6e8973f56f52f3773a90e3bd32676d.jpg,3,3.0,0.502,2.021444082260132,"{'3.0': 0.502, '4.0': 0.203, '2.0': 0.198, '5.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240108051424gCRvbM_gauss_jpg.rf.254e2fe7aa5c311d1b8e97053c860967.jpg,20240108051424gCRvbM_gauss_jpg.rf.254e2fe7aa5c311d1b8e97053c860967.jpg,3,4.0,0.589,2.032020330429077,"{'3.0': 0.209, '2.0': 0.202, '4.0': 0.589}",True,
C:\Users\301\Desktop\test_data_set\test\3\20240222123202yOrNLX_rgbshift_jpg.rf.8148f6f64b005841d148ccc5cd084795.jpg,20240222123202yOrNLX_rgbshift_jpg.rf.8148f6f64b005841d148ccc5cd084795.jpg,3,4.0,0.399,2.144709587097168,"{'5.0': 0.304, '4.0': 0.399, '3.0': 0.099, '2.0': 0.198}",True,
